,fibro,endo,immune
ANKRD52,44.0,34.0,16.0
ANKRD53,0.0,0.0,0.0
ANKRD54,1.0,5.0,1.0
ANKRD55,0.0,1.0,0.0
ANKRD6,2.0,8.0,2.0
ANKRD62,0.0,0.0,0.0
ANKRD63,0.0,0.0,0.0
ANKRD65,0.0,2.0,0.0
ANKRD66,0.0,0.0,0.0
ANKRD7,0.0,1.0,0.0
ANKRD9,40.0,59.0,26.0
ANKS1A,20.0,7.0,10.0
ANKS1B,2.0,1.0,1.0
ANKS3,21.0,9.0,2.0
ANKS4B,0.0,0.0,0.0
ANKS6,13.0,4.0,2.0
ANKUB1,0.0,0.0,0.0
ANKZF1,10.0,6.0,2.0
ANLN,2.0,0.0,2.0
ANO1,198.0,2.0,0.0
ANO10,30.0,52.0,5.0
ANO2,0.0,2.0,0.0
ANO3,3.0,0.0,0.0
ANO4,0.0,0.0,0.0
ANO5,1.0,1.0,1.0
ANO6,125.0,57.0,17.0
ANO7,0.0,19.0,0.0
ANO7P1,0.0,0.0,0.0
ANO8,6.0,3.0,2.0
ANO9,0.0,8.0,1.0
ANOS1,2.0,3.0,0.0
ANP32A,67.0,124.0,33.0
ANP32AP1,12.0,12.0,4.0
ANP32B,194.0,163.0,72.0
ANP32D,8.0,12.0,4.0
ANP32E,32.0,52.0,13.0
ANPEP,34.0,11.0,66.0
ANTXR1,67.0,1.0,1.0
ANTXR2,98.0,39.0,31.0
ANXA1,139.0,13.0,73.0
ANXA10,0.0,0.0,0.0
ANXA11,307.0,278.0,108.0
ANXA13,0.0,0.0,0.0
ANXA2,570.0,813.0,327.0
ANXA2R,0.0,25.0,4.0
ANXA3,0.0,1.0,0.0
ANXA4,26.0,29.0,27.0
ANXA5,731.0,384.0,195.0
ANXA6,335.0,116.0,70.0
ANXA7,114.0,132.0,42.0
ANXA8,0.0,0.0,0.0
ANXA8L1,0.0,0.0,0.0
ANXA9,0.0,0.0,1.0
AOAH,0.0,0.0,14.0
AOC1,0.0,0.0,3.0
AOC2,0.0,0.0,0.0
AOC3,3.0,0.0,0.0
AOC4P,0.0,0.0,0.0
AOX1,0.0,0.0,0.0
AOX3P,0.0,0.0,0.0
AP1AR,24.0,28.0,7.0
AP1B1,63.0,93.0,110.0
AP1G1,47.0,39.0,23.0
AP1G2,4.0,9.0,9.0
AP1M1,103.0,60.0,39.0
AP1M2,8.0,3.0,6.0
AP1S1,70.0,72.0,9.0
AP1S2,36.0,84.0,24.0
AP1S3,0.0,0.0,1.0
AP2A1,100.0,43.0,33.0
AP2A2,83.0,67.0,27.0
AP2B1,181.0,160.0,62.0
AP2M1,744.0,388.0,207.0
AP2S1,383.0,245.0,146.0
AP3B1,37.0,41.0,21.0
AP3B2,1.0,3.0,0.0
AP3D1,102.0,73.0,60.0
AP3M1,38.0,27.0,13.0
AP3M2,62.0,39.0,5.0
AP3S1,95.0,44.0,29.0
AP3S2,12.0,17.0,8.0
AP4B1,14.0,15.0,5.0
AP4E1,14.0,9.0,4.0
AP4M1,17.0,22.0,3.0
AP4S1,6.0,12.0,4.0
AP5B1,13.0,8.0,4.0
AP5M1,28.0,21.0,6.0
AP5S1,7.0,3.0,1.0
AP5Z1,34.0,60.0,21.0
APAF1,10.0,17.0,5.0
APBA1,6.0,2.0,2.0
APBA2,1.0,0.0,1.0
APBA3,19.0,21.0,10.0
APBB1,38.0,38.0,4.0
APBB1IP,0.0,0.0,0.0
APBB2,40.0,56.0,2.0
APBB3,20.0,4.0,3.0
APC,30.0,23.0,5.0
APC2,0.0,0.0,0.0
APCDD1,7.0,29.0,0.0
APCDD1L,36.0,3.0,1.0
APCS,0.0,1.0,0.0
APEH,42.0,23.0,18.0
APELA,0.0,0.0,0.0
APEX1,182.0,158.0,45.0
APEX2,36.0,37.0,10.0
APH1A,131.0,149.0,81.0
APH1B,12.0,25.0,22.0
API5,56.0,72.0,18.0
APIP,23.0,26.0,14.0
APITD1,13.0,7.0,4.0
APITD1.CORT,0.0,1.0,0.0
APLF,0.0,1.0,2.0
APLN,0.0,74.0,0.0
APLNR,2.0,157.0,0.0
APLP1,28.0,23.0,8.0
APLP2,248.0,506.0,352.0
APMAP,58.0,78.0,92.0
APOA1,1.0,1.0,0.0
APOA1BP,107.0,82.0,40.0
APOA2,0.0,0.0,0.0
APOA4,0.0,0.0,0.0
APOA5,0.0,0.0,0.0
APOB,0.0,0.0,0.0
APOBEC1,0.0,0.0,0.0
APOBEC2,7.0,6.0,4.0
APOBEC3A,0.0,0.0,0.0
APOBEC3B,0.0,0.0,0.0
APOBEC3C,13.0,5.0,8.0
APOBEC3D,6.0,6.0,3.0
APOBEC3F,3.0,2.0,0.0
APOBEC3G,7.0,4.0,7.0
APOBEC3H,0.0,0.0,0.0
APOBEC4,0.0,0.0,0.0
APOBR,0.0,0.0,28.0
APOC1,1.0,2.0,46.0
APOC1P1,0.0,0.0,1.0
APOC2,0.0,0.0,0.0
APOC3,0.0,0.0,0.0
APOC4,0.0,0.0,0.0
APOC4.APOC2,0.0,0.0,27.0
APOD,100.0,3.0,0.0
APOE,125.0,6.0,1000.0
APOF,0.0,0.0,0.0
APOH,2.0,1.0,1.0
APOL1,34.0,12.0,5.0
APOL2,18.0,12.0,10.0
APOL3,3.0,17.0,4.0
APOL4,0.0,0.0,0.0
APOL5,0.0,0.0,0.0
APOL6,2.0,2.0,0.0
APOLD1,93.0,37.0,0.0
APOM,2.0,0.0,0.0
APOO,11.0,15.0,7.0
APOOL,0.0,1.0,1.0
APOPT1,22.0,18.0,6.0
APP,312.0,1323.0,50.0
APPBP2,44.0,39.0,16.0
APPL1,65.0,87.0,22.0
APPL2,20.0,39.0,10.0
APRT,179.0,150.0,39.0
APTR,1.0,1.0,0.0
APTX,31.0,17.0,4.0
AQP1,2.0,64.0,0.0
AQP10,0.0,0.0,0.0
AQP11,0.0,0.0,0.0
AQP12A,0.0,0.0,0.0
AQP12B,0.0,0.0,0.0
AQP2,0.0,0.0,0.0
AQP3,31.0,20.0,40.0
AQP4,0.0,2.0,0.0
AQP5,1.0,0.0,0.0
AQP6,0.0,0.0,0.0
AQP7,0.0,1.0,1.0
AQP8,0.0,0.0,0.0
AQP9,0.0,0.0,11.0
AQR,31.0,45.0,19.0
AR,25.0,14.0,0.0
ARAF,19.0,18.0,12.0
ARAP1,66.0,67.0,55.0
ARAP2,1.0,6.0,6.0
ARAP3,18.0,88.0,4.0
ARC,2.0,3.0,0.0
ARCN1,190.0,130.0,45.0
AREG,0.0,0.0,1.0
AREL1,25.0,14.0,10.0
ARF1,894.0,699.0,184.0
ARF3,183.0,178.0,77.0
ARF4,403.0,212.0,49.0
ARF5,90.0,55.0,29.0
ARF6,163.0,136.0,64.0
ARFGAP1,76.0,27.0,8.0
ARFGAP2,36.0,24.0,25.0
ARFGAP3,113.0,60.0,20.0
ARFGEF1,30.0,26.0,10.0
ARFGEF2,22.0,20.0,11.0
ARFGEF3,19.0,13.0,11.0
ARFIP1,32.0,21.0,7.0
ARFIP2,92.0,28.0,26.0
ARFRP1,31.0,28.0,8.0
ARG1,0.0,0.0,0.0
ARG2,21.0,33.0,3.0
ARGLU1,48.0,83.0,24.0
ARHGAP1,214.0,112.0,42.0
ARHGAP10,52.0,10.0,10.0
ARHGAP11A,4.0,1.0,1.0
ARHGAP11B,3.0,0.0,0.0
ARHGAP12,14.0,30.0,9.0
ARHGAP15,0.0,0.0,9.0
ARHGAP17,41.0,69.0,18.0
ARHGAP18,10.0,176.0,41.0
ARHGAP19,11.0,15.0,3.0
ARHGAP19.SLIT1,1.0,1.0,0.0
ARHGAP20,0.0,2.0,0.0
ARHGAP21,47.0,70.0,22.0
ARHGAP22,9.0,2.0,1.0
ARHGAP23,1.0,3.0,0.0
ARHGAP24,21.0,5.0,2.0
ARHGAP25,5.0,26.0,19.0
ARHGAP26,13.0,9.0,6.0
ARHGAP27,0.0,31.0,16.0
ARHGAP28,1.0,3.0,0.0
ARHGAP29,28.0,188.0,0.0
ARHGAP30,0.0,1.0,43.0
ARHGAP31,25.0,187.0,17.0
ARHGAP32,28.0,9.0,8.0
ARHGAP33,2.0,1.0,2.0
ARHGAP35,52.0,41.0,15.0
ARHGAP36,0.0,0.0,0.0
ARHGAP39,3.0,2.0,0.0
ARHGAP4,0.0,5.0,16.0
ARHGAP42,1.0,0.0,0.0
ARHGAP44,53.0,19.0,1.0
ARHGAP5,79.0,62.0,12.0
ARHGAP6,9.0,9.0,5.0
ARHGAP8,0.0,0.0,0.0
ARHGAP9,0.0,1.0,25.0
ARHGDIA,309.0,269.0,109.0
ARHGDIB,32.0,185.0,234.0
ARHGDIG,0.0,0.0,0.0
ARHGEF1,36.0,35.0,19.0
ARHGEF10,23.0,60.0,2.0
ARHGEF10L,24.0,10.0,8.0
ARHGEF11,38.0,27.0,11.0
ARHGEF12,141.0,258.0,19.0
ARHGEF15,0.0,35.0,0.0
ARHGEF16,0.0,6.0,2.0
ARHGEF17,117.0,65.0,0.0
ARHGEF18,14.0,37.0,9.0
ARHGEF19,16.0,3.0,1.0
ARHGEF2,160.0,70.0,27.0
ARHGEF25,24.0,1.0,0.0
ARHGEF26,2.0,2.0,0.0
ARHGEF28,3.0,13.0,3.0
ARHGEF3,4.0,30.0,2.0
ARHGEF33,0.0,0.0,0.0
ARHGEF35,1.0,0.0,1.0
ARHGEF37,4.0,2.0,2.0
ARHGEF38,0.0,0.0,0.0
ARHGEF39,3.0,0.0,1.0
ARHGEF4,1.0,0.0,0.0
ARHGEF40,87.0,33.0,36.0
ARHGEF5,4.0,1.0,2.0
ARHGEF6,27.0,6.0,28.0
ARHGEF7,84.0,95.0,13.0
ARHGEF7.IT1,0.0,0.0,0.0
ARHGEF9,17.0,6.0,7.0
ARID1A,113.0,121.0,50.0
ARID1B,54.0,40.0,18.0
ARID2,27.0,34.0,7.0
ARID3A,31.0,18.0,21.0
ARID3B,4.0,11.0,3.0
ARID3C,0.0,0.0,0.0
ARID4A,14.0,14.0,12.0
ARID4B,52.0,68.0,24.0
ARID5A,35.0,66.0,25.0
ARID5B,122.0,40.0,10.0
ARIH1,31.0,68.0,19.0
ARIH2,144.0,128.0,39.0
ARIH2OS,3.0,0.0,0.0
ARL1,93.0,84.0,24.0
ARL10,9.0,10.0,7.0
ARL11,0.0,2.0,13.0
ARL13A,0.0,0.0,0.0
ARL13B,39.0,23.0,6.0
ARL14,1.0,0.0,1.0
ARL14EP,17.0,22.0,8.0
ARL15,1.0,33.0,4.0
ARL16,17.0,18.0,1.0
ARL17A,0.0,0.0,1.0
ARL17B,1.0,0.0,0.0
ARL2,156.0,185.0,42.0
ARL2.SNX15,0.0,0.0,0.0
ARL2BP,75.0,87.0,10.0
ARL3,79.0,59.0,15.0
ARL4A,25.0,38.0,3.0
ARL4C,169.0,12.0,300.0
ARL4D,19.0,15.0,0.0
ARL5A,130.0,107.0,19.0
ARL5B,35.0,33.0,8.0
ARL5C,0.0,0.0,0.0
ARL6,12.0,20.0,0.0
ARL6IP1,139.0,176.0,113.0
ARL6IP4,21.0,13.0,6.0
ARL6IP5,77.0,53.0,57.0
ARL6IP6,24.0,47.0,9.0
ARL8A,51.0,65.0,46.0
ARL8B,91.0,84.0,56.0
ARL9,1.0,0.0,0.0
ARMC1,37.0,27.0,9.0
ARMC10,63.0,37.0,10.0
ARMC12,0.0,0.0,0.0
ARMC2,2.0,6.0,0.0
ARMC3,0.0,0.0,0.0
ARMC4,1.0,0.0,0.0
ARMC4P1,0.0,0.0,0.0
ARMC5,9.0,4.0,0.0
ARMC6,40.0,20.0,8.0
ARMC7,10.0,16.0,8.0
ARMC8,39.0,39.0,11.0
ARMC9,23.0,6.0,4.0
ARMCX1,30.0,21.0,5.0
ARMCX2,7.0,2.0,2.0
ARMCX3,58.0,42.0,11.0
ARMCX4,2.0,1.0,0.0
ARMCX5,10.0,12.0,5.0
ARMCX6,27.0,39.0,18.0
ARMS2,0.0,0.0,0.0
ARMT1,30.0,24.0,3.0
ARNT,46.0,27.0,9.0
ARNT2,21.0,4.0,3.0
ARNTL,17.0,8.0,2.0
ARNTL2,2.0,2.0,1.0
ARPC1A,164.0,134.0,28.0
ARPC1B,456.0,547.0,363.0
ARPC2,664.0,571.0,385.0
ARPC3,454.0,453.0,260.0
ARPC4,205.0,165.0,139.0
ARPC5,165.0,186.0,105.0
ARPC5L,109.0,170.0,21.0
ARPIN,14.0,19.0,18.0
ARPP19,111.0,141.0,67.0
ARPP21,0.0,0.0,0.0
ARR3,0.0,0.0,0.0
ARRB1,7.0,33.0,18.0
ARRB2,22.0,21.0,164.0
ARRDC1,12.0,23.0,19.0
ARRDC2,29.0,69.0,20.0
ARRDC3,234.0,154.0,38.0
ARRDC4,15.0,3.0,7.0
ARSA,33.0,34.0,21.0
ARSB,38.0,9.0,18.0
ARSD,23.0,30.0,21.0
ARSE,0.0,0.0,0.0
ARSF,0.0,0.0,0.0
ARSG,2.0,0.0,0.0
ARSH,0.0,0.0,0.0
ARSI,23.0,5.0,0.0
ARSJ,6.0,0.0,0.0
ARSK,4.0,2.0,1.0
ART1,0.0,0.0,0.0
ART3,0.0,0.0,0.0
ART4,1.0,1.0,2.0
ART5,0.0,0.0,0.0
ARTN,1.0,0.0,0.0
ARV1,15.0,12.0,7.0
ARVCF,5.0,6.0,6.0
ARX,4.0,1.0,9.0
AS3MT,1.0,2.0,0.0
ASAH1,148.0,129.0,316.0
ASAH2,6.0,8.0,1.0
ASAP1,77.0,83.0,25.0
ASAP2,23.0,34.0,0.0
ASAP3,4.0,1.0,0.0
ASB1,40.0,26.0,5.0
ASB10,0.0,0.0,0.0
ASB11,0.0,0.0,0.0
ASB12,0.0,3.0,1.0
ASB13,15.0,4.0,5.0
ASB14,0.0,1.0,0.0
ASB15,0.0,0.0,0.0
ASB16,0.0,0.0,0.0
ASB17,0.0,0.0,0.0
ASB18,0.0,0.0,0.0
ASB2,2.0,0.0,8.0
ASB3,8.0,16.0,0.0
ASB4,3.0,1.0,1.0
ASB5,0.0,0.0,0.0
ASB6,27.0,21.0,10.0
ASB7,6.0,8.0,5.0
ASB8,31.0,29.0,14.0
ASB9,0.0,8.0,2.0
ASCC1,20.0,12.0,5.0
ASCC2,30.0,59.0,24.0
ASCC3,5.0,13.0,0.0
ASCL1,17.0,0.0,4.0
ASCL2,1.0,0.0,2.0
ASCL3,0.0,0.0,0.0
ASCL4,0.0,0.0,0.0
ASCL5,1.0,0.0,0.0
ASF1A,20.0,32.0,8.0
ASF1B,0.0,0.0,10.0
ASGR1,0.0,2.0,4.0
ASGR2,0.0,0.0,4.0
ASH1L,67.0,34.0,12.0
ASH2L,35.0,41.0,12.0
ASIC1,3.0,0.0,0.0
ASIC2,0.0,0.0,0.0
ASIC3,4.0,1.0,8.0
ASIC4,0.0,0.0,1.0
ASIC5,0.0,0.0,0.0
ASIP,0.0,0.0,3.0
ASL,10.0,8.0,5.0
ASMT,0.0,0.0,0.0
ASMTL,42.0,45.0,15.0
ASNA1,107.0,84.0,18.0
ASNS,72.0,30.0,11.0
ASNSD1,51.0,49.0,14.0
ASPA,2.0,0.0,0.0
ASPDH,1.0,0.0,0.0
ASPG,0.0,0.0,0.0
ASPH,223.0,57.0,22.0
ASPHD1,9.0,8.0,1.0
ASPHD2,20.0,2.0,3.0
ASPM,4.0,0.0,0.0
ASPN,9.0,1.0,0.0
ASPRV1,1.0,3.0,0.0
ASPSCR1,22.0,16.0,4.0
ASRGL1,2.0,42.0,30.0
ASS1,27.0,4.0,1.0
ASTE1,3.0,2.0,6.0
ASTL,0.0,0.0,0.0
ASTN1,6.0,0.0,0.0
ASTN2,3.0,2.0,0.0
ASUN,31.0,15.0,5.0
ASXL1,28.0,50.0,11.0
ASXL2,35.0,51.0,14.0
ASZ1,0.0,0.0,0.0
ATAD1,37.0,19.0,9.0
ATAD2,5.0,3.0,8.0
ATAD2B,2.0,8.0,3.0
ATAD3A,34.0,34.0,10.0
ATAD3B,14.0,8.0,5.0
ATAD3C,0.0,0.0,0.0
ATAD5,4.0,0.0,2.0
ATAT1,3.0,11.0,3.0
ATCAY,0.0,0.0,0.0
ATE1,11.0,14.0,2.0
ATF1,35.0,19.0,11.0
ATF2,36.0,21.0,4.0
ATF3,78.0,17.0,41.0
ATF4,416.0,288.0,76.0
ATF5,52.0,53.0,65.0
ATF6,73.0,102.0,34.0
ATF6B,42.0,57.0,17.0
ATF7,36.0,30.0,16.0
ATF7IP,29.0,23.0,9.0
ATF7IP2,1.0,8.0,1.0
ATG10,7.0,1.0,3.0
ATG101,101.0,51.0,17.0
ATG12,55.0,55.0,14.0
ATG13,55.0,61.0,31.0
ATG14,13.0,5.0,3.0
ATG16L1,19.0,27.0,7.0
ATG16L2,14.0,13.0,29.0
ATG2A,24.0,21.0,13.0
ATG2B,0.0,0.0,0.0
ATG3,72.0,50.0,27.0
ATG4A,8.0,12.0,5.0
ATG4B,84.0,67.0,24.0
ATG4C,10.0,3.0,10.0
ATG4D,29.0,14.0,12.0
ATG5,34.0,38.0,8.0
ATG7,4.0,8.0,7.0
ATG9A,63.0,72.0,19.0
ATG9B,0.0,0.0,2.0
ATHL1,11.0,7.0,6.0
ATIC,41.0,4.0,5.0
ATL1,1.0,13.0,3.0
ATL2,8.0,21.0,4.0
ATL3,64.0,56.0,20.0
ATM,31.0,15.0,11.0
ATMIN,62.0,46.0,16.0
ATN1,55.0,48.0,15.0
ATOH1,0.0,0.0,1.0
ATOH7,0.0,0.0,0.0
ATOH8,6.0,71.0,4.0
ATOX1,283.0,323.0,104.0
ATP10A,16.0,1.0,9.0
ATP10B,0.0,0.0,0.0
ATP10D,21.0,13.0,8.0
ATP11A,5.0,2.0,7.0
ATP11AUN,0.0,0.0,0.0
ATP11B,35.0,27.0,9.0
ATP11C,8.0,16.0,7.0
ATP12A,0.0,0.0,0.0
ATP13A1,76.0,33.0,17.0
ATP13A2,20.0,103.0,11.0
ATP13A3,154.0,141.0,66.0
ATP13A4,0.0,1.0,0.0
ATP13A5,0.0,0.0,0.0
ATP1A1,373.0,288.0,147.0
ATP1A2,0.0,0.0,0.0
ATP1A3,2.0,3.0,0.0
ATP1A4,0.0,0.0,0.0
ATP1B1,14.0,5.0,10.0
ATP1B2,32.0,5.0,0.0
ATP1B3,243.0,220.0,91.0
ATP1B4,0.0,0.0,0.0
ATP2A1,0.0,0.0,0.0
ATP2A2,198.0,110.0,43.0
ATP2A3,8.0,11.0,13.0
ATP2B1,69.0,46.0,19.0
ATP2B2,0.0,1.0,0.0
ATP2B2.IT2,0.0,0.0,0.0
ATP2B3,0.0,0.0,0.0
ATP2B4,82.0,63.0,12.0
ATP2C1,52.0,54.0,27.0
ATP2C2,0.0,0.0,0.0
ATP4A,0.0,0.0,0.0
ATP4B,0.0,0.0,0.0
ATP5A1,298.0,231.0,84.0
ATP5B,458.0,321.0,118.0
ATP5C1,157.0,125.0,42.0
ATP5D,394.0,244.0,103.0
ATP5E,605.0,519.0,245.0
ATP5EP2,155.0,159.0,82.0
ATP5F1,167.0,128.0,48.0
ATP5G1,241.0,113.0,32.0
ATP5G2,614.0,467.0,185.0
ATP5G3,413.0,213.0,91.0
ATP5H,203.0,178.0,59.0
ATP5I,264.0,210.0,86.0
ATP5J,260.0,240.0,46.0
ATP5J2,176.0,137.0,54.0
ATP5J2.PTCD1,1.0,0.0,0.0
ATP5L,474.0,350.0,137.0
ATP5L2,9.0,7.0,3.0
ATP5O,205.0,166.0,67.0
ATP5S,9.0,18.0,8.0
ATP5SL,19.0,10.0,2.0
ATP6AP1,237.0,299.0,233.0
ATP6AP1L,6.0,3.0,2.0
ATP6AP2,181.0,113.0,84.0
ATP6V0A1,34.0,36.0,47.0
ATP6V0A2,21.0,20.0,28.0
ATP6V0A4,0.0,0.0,0.0
ATP6V0B,282.0,283.0,286.0
ATP6V0C,0.0,0.0,0.0
ATP6V0D1,102.0,87.0,77.0
ATP6V0D2,1.0,0.0,36.0
ATP6V0E1,325.0,334.0,197.0
ATP6V0E2,8.0,5.0,13.0
ATP6V1A,177.0,103.0,90.0
ATP6V1B1,4.0,0.0,0.0
ATP6V1B2,118.0,75.0,111.0
ATP6V1C1,63.0,57.0,34.0
ATP6V1C2,1.0,0.0,0.0
ATP6V1D,88.0,59.0,39.0
ATP6V1E1,303.0,241.0,70.0
ATP6V1E2,4.0,5.0,0.0
ATP6V1F,344.0,241.0,353.0
ATP6V1G1,617.0,343.0,130.0
ATP6V1G2,0.0,0.0,0.0
ATP6V1G2.DDX39B,0.0,0.0,0.0
ATP6V1G3,0.0,0.0,0.0
ATP6V1H,49.0,43.0,37.0
ATP7A,19.0,5.0,4.0
ATP7B,2.0,1.0,0.0
ATP8A1,2.0,18.0,8.0
ATP8A2,1.0,0.0,0.0
ATP8B1,20.0,23.0,2.0
ATP8B2,77.0,33.0,6.0
ATP8B3,0.0,3.0,2.0
ATP8B4,0.0,1.0,4.0
ATP8B5P,0.0,0.0,0.0
ATP9A,57.0,11.0,8.0
ATP9B,12.0,10.0,6.0
ATPAF1,38.0,13.0,5.0
ATPAF2,12.0,11.0,7.0
ATPIF1,259.0,203.0,73.0
ATR,13.0,14.0,2.0
ATRAID,202.0,168.0,50.0
ATRIP,10.0,3.0,3.0
ATRN,2.0,3.0,2.0
ATRNL1,3.0,4.0,2.0
ATRX,119.0,138.0,33.0
ATXN1,64.0,10.0,28.0
ATXN10,119.0,98.0,30.0
ATXN1L,53.0,56.0,15.0
ATXN2,40.0,40.0,14.0
ATXN2L,93.0,69.0,42.0
ATXN3,32.0,36.0,7.0
ATXN3L,0.0,0.0,0.0
ATXN7,33.0,17.0,12.0
ATXN7L1,1.0,4.0,0.0
ATXN7L2,6.0,2.0,1.0
ATXN7L3,46.0,72.0,26.0
ATXN7L3B,48.0,70.0,23.0
ATXN8OS,0.0,0.0,0.0
AUH,19.0,12.0,6.0
AUNIP,0.0,0.0,4.0
AUP1,202.0,184.0,59.0
AURKA,6.0,4.0,3.0
AURKAIP1,185.0,158.0,53.0
AURKB,0.0,0.0,1.0
AURKC,0.0,0.0,1.0
AUTS2,10.0,6.0,1.0
AVEN,22.0,10.0,3.0
AVIL,6.0,6.0,3.0
AVL9,29.0,29.0,10.0
AVP,0.0,0.0,0.0
AVPI1,6.0,8.0,9.0
AVPR1A,12.0,4.0,0.0
AVPR1B,0.0,0.0,0.0
AVPR2,0.0,2.0,0.0
AWAT1,0.0,0.0,0.0
AWAT2,0.0,0.0,0.0
AXDND1,0.0,0.0,0.0
AXIN1,26.0,25.0,14.0
AXIN2,7.0,2.0,1.0
AXL,133.0,13.0,34.0
AZGP1,2.0,1.0,0.0
AZGP1P1,0.0,0.0,0.0
AZI2,75.0,21.0,11.0
AZIN1,61.0,58.0,29.0
AZIN2,28.0,4.0,1.0
AZU1,0.0,0.0,0.0
B2M,2705.0,5582.0,1955.0
B3GALNT1,6.0,2.0,3.0
B3GALNT2,1.0,3.0,1.0
B3GALT1,0.0,1.0,0.0
B3GALT2,0.0,0.0,2.0
B3GALT4,7.0,14.0,7.0
B3GALT5,3.0,1.0,1.0
B3GALT6,62.0,62.0,14.0
B3GAT1,4.0,1.0,0.0
B3GAT2,1.0,0.0,0.0
B3GAT3,38.0,24.0,14.0
B3GLCT,5.0,11.0,1.0
B3GNT2,63.0,26.0,19.0
B3GNT3,0.0,2.0,0.0
B3GNT4,0.0,1.0,0.0
B3GNT5,2.0,28.0,11.0
B3GNT6,0.0,0.0,0.0
B3GNT7,0.0,0.0,1.0
B3GNT8,5.0,5.0,4.0
B3GNT9,33.0,15.0,5.0
B3GNTL1,6.0,3.0,6.0
B4GALNT1,14.0,1.0,1.0
B4GALNT2,0.0,0.0,0.0
B4GALNT3,1.0,3.0,2.0
B4GALNT4,1.0,0.0,0.0
B4GALT1,274.0,131.0,55.0
B4GALT2,67.0,41.0,7.0
B4GALT3,107.0,64.0,14.0
B4GALT4,29.0,8.0,6.0
B4GALT5,42.0,80.0,39.0
B4GALT6,0.0,1.0,0.0
B4GALT7,26.0,10.0,6.0
B4GAT1,27.0,29.0,10.0
B9D1,3.0,7.0,1.0
B9D2,16.0,12.0,6.0
BAALC,25.0,33.0,0.0
BAAT,0.0,0.0,0.0
BABAM1,89.0,82.0,20.0
BACE1,92.0,24.0,16.0
BACE2,45.0,196.0,21.0
BACH1,14.0,15.0,18.0
BACH1.IT1,0.0,0.0,1.0
BACH1.IT3,0.0,0.0,0.0
BACH2,9.0,15.0,2.0
BAD,98.0,66.0,16.0
BAG1,167.0,107.0,33.0
BAG2,27.0,5.0,3.0
BAG3,89.0,147.0,23.0
BAG4,12.0,17.0,5.0
BAG5,21.0,29.0,11.0
BAG6,151.0,147.0,47.0
BAGE2,0.0,0.0,0.0
BAGE5,0.0,0.0,0.0
BAHCC1,1.0,0.0,0.0
BAHD1,21.0,31.0,6.0
BAIAP2,21.0,35.0,46.0
BAIAP2L1,3.0,2.0,0.0
BAIAP2L2,0.0,0.0,2.0
BAIAP3,18.0,13.0,2.0
BAK1,16.0,14.0,11.0
BAMBI,5.0,16.0,1.0
BANCR,0.0,0.0,0.0
BANF1,166.0,160.0,64.0
BANF2,0.0,0.0,0.0
BANK1,0.0,0.0,0.0
BANP,24.0,27.0,15.0
BAP1,55.0,65.0,16.0
BARD1,3.0,5.0,4.0
BARHL1,0.0,1.0,0.0
BARHL2,0.0,0.0,0.0
BARX1,9.0,1.0,0.0
BARX2,0.0,1.0,0.0
BASP1,354.0,16.0,148.0
BATF,3.0,1.0,18.0
BATF2,12.0,22.0,3.0
BATF3,8.0,4.0,3.0
BAX,170.0,175.0,62.0
BAZ1A,38.0,57.0,15.0
BAZ1B,75.0,72.0,24.0
BAZ2A,56.0,55.0,17.0
BAZ2B,18.0,37.0,34.0
BBC3,22.0,23.0,10.0
BBIP1,60.0,43.0,7.0
BBOX1,0.0,0.0,0.0
BBS1,0.0,0.0,0.0
BBS10,9.0,4.0,2.0
BBS12,2.0,2.0,1.0
BBS2,6.0,1.0,4.0
BBS4,16.0,10.0,10.0
BBS5,29.0,11.0,14.0
BBS7,13.0,8.0,3.0
BBS9,14.0,10.0,4.0
BBX,92.0,45.0,29.0
BCAM,13.0,22.0,4.0
BCAN,1.0,1.0,0.0
BCAP29,44.0,52.0,6.0
BCAP31,327.0,415.0,173.0
BCAR1,98.0,81.0,7.0
BCAR3,8.0,28.0,1.0
BCAR4,0.0,0.0,0.0
BCAS1,0.0,0.0,0.0
BCAS2,24.0,23.0,6.0
BCAS3,30.0,11.0,7.0
BCAS4,8.0,5.0,11.0
BCAT1,21.0,9.0,23.0
BCAT2,31.0,25.0,15.0
BCCIP,82.0,51.0,16.0
BCDIN3D,5.0,4.0,0.0
BCHE,5.0,0.0,0.0
BCKDHA,1.0,1.0,0.0
BCKDHB,8.0,2.0,2.0
BCKDK,120.0,96.0,50.0
BCL10,45.0,63.0,13.0
BCL11A,0.0,0.0,1.0
BCL11B,6.0,0.0,1.0
BCL2,6.0,15.0,13.0
BCL2A1,15.0,0.0,67.0
BCL2L1,69.0,55.0,19.0
BCL2L10,0.0,0.0,0.0
BCL2L11,24.0,60.0,15.0
BCL2L12,37.0,15.0,8.0
BCL2L13,49.0,54.0,12.0
BCL2L14,0.0,0.0,0.0
BCL2L15,0.0,1.0,0.0
BCL2L2,57.0,31.0,7.0
BCL2L2.PABPN1,23.0,23.0,4.0
BCL3,84.0,115.0,46.0
BCL6,54.0,29.0,12.0
BCL6B,1.0,268.0,0.0
BCL7A,14.0,14.0,8.0
BCL7B,110.0,95.0,44.0
BCL7C,42.0,39.0,15.0
BCL9,23.0,11.0,2.0
BCL9L,74.0,47.0,8.0
BCLAF1,77.0,66.0,29.0
BCO1,0.0,0.0,0.0
BCO2,4.0,3.0,1.0
