,UCSC_RefGene_Name
cg01546046,STRN3
cg01546430,ITK
cg01546563,GATA4
cg01550148,H2AFY
cg01555431,AKAP12
cg01557297,SLC22A17
cg01561916,HAAO
cg01566170,CAPN2
cg01566404,ETNK2
cg01568335,COX5B
cg01568736,SERPINB7
cg01570086,ARID3B
cg01570769,PNRC1
cg01570885,FAM50B
cg01573562,RPH3A
cg01578324,CLIC1
cg01578341,MEX3B
cg01579216,NCF2
cg01580044,PHTF1
cg01580568,LAMB3
cg01580681,HAND2
cg01580888,RHPN2
cg01584473,MUC17
cg01585758,SUMO1
cg01589580,CTDP1
cg01594915,HNRNPA3
cg01599709,HBEGF
cg01600782,CALM2
cg01601573,GAB1
cg01602416,GCSH
cg01603095,SLC2A13
cg01605517,AHCTF1
cg01605984,MED22
cg01605984,RPL7A
cg01606998,PANX2
cg01610488,TRPA1
cg01615080,ACYP2
cg01617750,CMTM8
cg01618083,CRY2
cg01618304,C11orf54
cg01618304,TAF1D
cg01618660,TRIM14
cg01620308,PRNP
cg01620569,AK2
cg01620785,SLC5A6
cg01623438,CTSZ
cg01626197,GMPPB
cg01626227,TRIM4
cg01628253,HAX1
cg01630869,CDC42EP2
cg01632825,CLTCL1
cg01634119,GMPS
cg01635061,COL11A2
cg01639256,ASPRV1
cg01643284,APPL2
cg01643580,KCNK3
cg01644850,ZNF551
cg01646665,TMEM79
cg01646665,SMG5
cg01651364,CCDC82
cg01651364,JRKL
cg01651593,CDC20
cg01651821,MRPL30
cg01651821,MITD1
cg01653110,VAMP4
cg01654582,AADAT
cg01655123,PHLDB3
cg01655341,BCKDHA
cg01655341,EXOSC5
cg01655355,SLC5A5
cg01656216,ZNF438
cg01656750,KATNB1
cg01656853,FUT2
cg01657207,ZNF35
cg01657380,NPFF
cg01657408,RNF145
cg01657694,KLHL22
cg01658815,ABLIM1
cg01663295,PACS1
cg01663570,DVL3
cg01664666,PLD5
cg01665633,NDNL2
cg01665633,FAM189A1
cg01667384,FLT3LG
cg01667702,TRAPPC1
cg01667702,CNTROB
cg01671575,PGBD5
cg01677098,TCEA1
cg01677177,ZBTB26
cg01678893,CALR
cg01679262,IPO5
cg01680823,TCAP
cg01683883,CMTM2
cg01684901,FAM131A
cg01687051,LUC7L
cg01692572,PUF60
cg01692815,AP3B1
cg01693108,SRPK1
cg01693157,TUBA4A
cg01693350,WT1
cg01697732,FAM20A
cg01697865,IL10RA
cg01704534,RBM47
cg01705458,CCDC34
cg01705587,SV2A
cg01712016,HDAC11
cg01717150,KCNK9
cg01718365,KDM1A
cg01720228,SMTNL2
cg01723464,MRFAP1
cg01723747,HN1L
cg01725199,GALNT12
cg01726775,C1RL
cg01727899,SPATA17
cg01727899,GPATCH2
cg01729862,MRPS34
cg01731685,IL17RA
cg01732037,TBX19
cg01733599,LIPC
cg01733783,HSPA5
cg01734338,KCNQ1
cg01739167,CHRNE
cg01739965,VPS54
cg01745448,SCAMP3
cg01745510,CDKN1B
cg01745657,PLCXD2
cg01747665,IGFALS
cg01753375,DCTN1
cg01753595,COL5A1
cg01755369,ILF3
cg01756060,CDK6
cg01762581,DKK4
cg01765461,TNFRSF11A
cg01765473,ATAD1
cg01765641,TBC1D5
cg01769037,JARID2
cg01770232,IL6
cg01770400,SERPINC1
cg01773061,LSM10
cg01773854,IGFBP6
cg01774645,ARHGAP30
cg01775414,PHF21B
cg01776246,COIL
cg01777397,CLIP4
cg01780107,DSCC1
cg01780482,EPAS1
cg01782320,YME1L1
cg01782320,MASTL
cg01782486,ZBTB7B
cg01783386,RFT1
cg01784199,DNAJB4
cg01785060,ZDHHC21
cg01785568,MSX1
cg01787047,RAD9A
cg01788438,HNRNPR
cg01789267,SLC28A2
cg01791232,KREMEN1
cg01794265,FAM105A
cg01794711,CNDP2
cg01795122,EMP3
cg01795697,DDX5
cg01796228,LIFR
cg01797527,BMP2
cg01798443,RPSA
cg01798589,STAC
cg01800843,ATM
cg01800843,NPAT
cg01801174,UFC1
cg01803059,SMAD1
cg01803238,BCL2
cg01804429,YTHDC1
cg01804844,TSHZ1
cg01805784,PRR7
cg01806808,PTK2
cg01806928,SYT9
cg01808090,NUBP1
cg01808130,SLC35B3
cg01808706,ITPKA
cg01809579,HNRNPK
cg01809579,RMI1
cg01813334,EIF3B
cg01816336,MINPP1
cg01817029,TRHDE
cg01818492,ENPP1
cg01819863,EPC1
cg01820374,LAG3
cg01820777,MICALL2
cg01827098,GIMAP7
cg01833398,TARBP2
cg01833398,MAP3K12
cg01835489,KRT8
cg01837719,FUT9
cg01838317,GCH1
cg01840268,BTN3A1
cg01843018,C5
cg01846065,STAM2
cg01848594,CENPN
cg01849789,ZC3H7B
cg01851385,CLCN4
cg01851399,PKP2
cg01852131,MRPS18B
cg01852131,PPP1R10
cg01858173,EML3
cg01858173,ROM1
cg01860753,RASSF5
cg01861509,SPOCK2
cg01866162,CTCF
cg01866521,EHD1
cg01868559,STRAP
cg01868782,HEY2
cg01869233,LRRN4
cg01871963,LCN2
cg01875775,HSCB
cg01875775,CHEK2
cg01876612,ZDHHC7
cg01879488,CD44
cg01880404,XRCC1
cg01881255,SERTAD3
cg01882150,MACROD1
cg01882179,SOCS2
cg01883521,HIPK1
cg01883966,STK19
cg01885202,CDKL5
cg01885635,ZNF621
cg01887353,ZNF41
cg01888166,PUM2
cg01888411,ABTB2
cg01892528,TTLL1
cg01892727,CRBN
cg01894895,ANXA1
cg01897036,SCTR
cg01899253,FLT1
cg01902747,CCDC7
cg01906055,NCAPH
cg01907837,RNF8
cg01909487,JUN
cg01909833,BRD2
cg01910452,BCAP31
cg01910452,ABCD1
cg01914242,ATP2A3
cg01918706,UBE2T
cg01919488,ZNF638
cg01920829,CDK5R2
cg01924619,B4GALT5
cg01924993,H2AFX
cg01928902,ZFP36L1
cg01929065,CD63
cg01929105,NMNAT1
cg01929105,LZIC
cg01930621,ZNF649
cg01931893,TK2
cg01932215,AMMECR1L
cg01932459,CD164
cg01934790,FBXL16
cg01934797,GLIS2
cg01936124,ETF1
cg01936270,CYP1B1
cg01939597,ETV6
cg01939681,GABRB2
cg01940867,TMEM8A
cg01941619,MEP1B
cg01942127,CACNA1D
cg01944444,TUBB
cg01945391,RPL37
cg01946574,PTPRM
cg01947224,ZNF416
cg01951308,KIF3B
cg01952458,ATP6V1B2
cg01954353,RILPL2
cg01956781,FAM120B
cg01957330,SKAP2
cg01958916,SEMA6C
cg01959004,HYOU1
cg01959848,TMX2
cg01959848,MED19
cg01961936,NXF3
cg01962086,TNK2
cg01962826,GRM4
cg01965939,SH3TC2
cg01966465,RUNDC3B
cg01966465,ABCB1
cg01968178,REEP1
cg01968793,CNNM1
cg01969748,GPSM2
cg01979004,GNPTG
cg01982455,RPS14
cg01982833,MED21
cg01985090,RANBP1
cg01985090,TRMT2A
cg01985396,DAAM2
cg01985852,CTU2
cg01985852,RNF166
cg01986577,ARNTL2
cg01989224,NDN
cg01990225,LMAN2L
cg01990304,OPA3
cg01990334,FOXJ3
cg01991383,FOXRED1
cg01991383,SRPR
cg01992081,MMD
cg01993411,PCIF1
cg01993576,SLC29A1
cg01994328,MAP3K8
cg01994513,BLM
cg01997953,CXorf21
cg01998146,PSIP1
cg01998682,ZBTB2
cg01998785,LPCAT2
cg01999333,CASP14
cg01999523,CLASP2
cg01999787,EXOSC8
cg01999787,ALG5
cg02001410,MAP1B
cg02005336,FEN1
cg02005375,DDX18
cg02005755,SLC13A4
cg02007463,ITGA7
cg02008169,ZNF267
cg02008416,TMEM61
cg02009694,FAM102A
cg02014107,DLX2
cg02016419,TEKT3
cg02017041,SCN1B
cg02017109,WDR41
cg02018101,SYNE2
cg02019333,UPK1B
cg02021817,RBL2
cg02025407,CRLS1
cg02026235,RHBDL1
cg02027010,ALAD
cg02028524,ATXN3
cg02029926,CXCL1
cg02032115,IGSF8
cg02033116,GPATCH1
cg02043070,ADSSL1
cg02043083,PCMT1
cg02044161,IL20RB
cg02045085,MPP5
cg02046017,SHANK2
cg02046340,RNF114
cg02047577,UCKL1
cg02055483,NPAS4
cg02056135,SP110
cg02058918,GABBR2
cg02059813,HLTF
cg02060698,FOXO3
cg02060988,LASP1
cg02064106,C6orf118
cg02065795,KIAA0101
cg02071305,VPS18
cg02071439,C9orf163
cg02071439,SEC16A
cg02077793,CARM1
cg02078356,TMEM39B
cg02082342,VSIG2
cg02084087,TNFRSF25
cg02085507,TRIP10
cg02089348,TMEM129
cg02089348,TACC3
cg02091100,GUCA1A
cg02094237,HIST4H4
cg02096633,UNC13B
cg02096656,C7orf55
cg02097636,PAFAH1B3
cg02097636,PRR19
cg02099418,CD28
cg02100629,AIFM2
cg02100828,PSME4
cg02103294,SDCBP
cg02104644,SYT7
cg02105034,SMG7
cg02105377,MAGI1
cg02105856,PIGR
cg02119229,BCO2
cg02119982,NOD2
cg02123547,PIM1
cg02125271,SNURF
cg02126424,CTRL
cg02126638,HAUS2
cg02126638,LRRC57
cg02126753,AEBP1
cg02128567,KCNK5
cg02131399,LRP1
cg02131853,TMEM156
cg02131967,ACE
cg02131995,HAMP
cg02136132,KCNK13
cg02141675,GALNT10
cg02144298,CEBPA
cg02144933,AOX1
cg02147791,SAP18
cg02148711,ATRX
cg02149446,C5AR1
cg02150709,PPIH
cg02151301,HM13
cg02154074,HTRA2
cg02154186,PNMA2
cg02154956,PCCA
cg02157306,ELMOD2
cg02159896,MPPE1
cg02160826,MRPS16
cg02161046,HIAT1
cg02161900,MKX
cg02162412,HMGCR
cg02162950,DIS3
cg02162950,PIBF1
cg02163937,FAM53B
cg02164046,SST
cg02164442,ITGAD
cg02165720,NDUFB11
cg02165720,RBM10
cg02166313,PAPOLA
cg02166532,IGF2
cg02169098,XRCC6
cg02169446,MYO9A
cg02169446,SENP8
cg02170525,CD8A
cg02171008,RPL27A
cg02173484,GJA5
cg02175035,RAB40B
cg02175308,SORT1
cg02178774,RFXANK
cg02178898,MTRF1
cg02181494,ARSA
cg02181506,SERPINA1
cg02186298,DPF2
cg02186966,BET1
cg02187357,TBC1D22B
cg02187357,TMEM217
cg02189785,CLIC3
cg02196805,CSF2
cg02197293,FBXO27
cg02198044,NEDD4
cg02198582,TSC2
cg02200584,PDGFC
cg02201963,PSMG2
cg02201963,CEP76
cg02204046,MYCN
cg02205739,PRRX2
cg02206259,C1orf198
cg02207610,PPP1R12C
cg02210123,RHOJ
cg02210887,GUCY1A3
cg02212280,MMP1
cg02212737,EXOC7
cg02213716,UBAC2
cg02214188,BDH2
cg02215538,ANKHD1
cg02216250,OCLN
cg02218260,GRM2
cg02224164,MARS
cg02224920,SDF4
cg02224920,B3GALT6
cg02225847,FAM65A
cg02226697,SQLE
cg02226871,VPS28
cg02226939,BLMH
cg02228185,ASPA
cg02229516,TRMT1
cg02232922,SLC25A43
cg02233558,SLC12A2
cg02233559,SLC46A3
cg02237119,WBSCR27
cg02237186,RRM2
cg02238504,ZNF423
cg02238747,RRP12
cg02238826,MCF2L2
cg02238826,B3GNT5
cg02239021,CYB5RL
cg02239021,MRPL37
cg02239082,CYTH2
cg02240226,STK16
cg02240226,GLB1L
cg02240622,PLCB2
cg02244695,TMEM176B
cg02244695,TMEM176A
cg02245418,POLR3C
cg02245418,RNF115
cg02250594,ONECUT2
cg02250992,SCARB1
cg02251134,DOCK2
cg02252907,AP3D1
cg02252918,ZNF664
cg02252918,CCDC92
cg02254407,PLEKHB1
cg02254461,CSRNP1
cg02257405,ACSL6
cg02257681,DDAH2
cg02260587,PCDHB2
cg02264284,HPRT1
cg02268424,ZNF136
cg02269221,TRAF4
cg02271621,DUSP8
cg02273078,USP14
cg02273392,SERPINE1
cg02273788,PLXNB3
cg02275294,SOAT1
cg02275359,ZNF146
cg02275830,PTGR2
cg02275989,SMPDL3A
cg02276665,CTNNA1
cg02276793,SEC62
cg02277509,KIAA0586
cg02277509,TIMM9
cg02278071,DUSP18
cg02278165,COX7A2L
cg02282237,PRKCH
cg02283643,SULF1
cg02285477,POLR1D
cg02285477,LNX2
cg02286642,ZNF254
cg02288165,SIGLEC1
cg02290509,TBL2
cg02292024,TIMM10
cg02293044,GAS2L1
cg02296128,GTF2F2
cg02298570,ZNF555
cg02303361,AP2S1
cg02304930,SERTAD4
cg02305261,KCNG1
cg02307482,C12orf60
cg02307482,WBP11
cg02310296,MMP9
cg02312751,TSSC4
cg02316718,UBC
cg02317742,ATOH8
cg02317907,DIRAS3
cg02318426,NFKBIA
cg02321871,RCBTB1
cg02322621,ZBTB9
cg02322989,LRP1B
cg02323334,PRDM10
cg02326006,ARHGEF9
cg02329886,HDC
cg02331561,ABCA3
cg02332492,C8G
cg02332525,GRM7
cg02334775,ISG20
cg02335441,NEK11
cg02335441,ASTE1
cg02336128,DCK
cg02337166,NR1D1
cg02344078,STK4
cg02344201,ELL
cg02344238,FRMD8
cg02345317,NLGN3
cg02352653,SMAD5
cg02357725,IMP3
cg02358761,STK17B
cg02360616,FAM129A
cg02360776,ZBTB3
cg02360836,SMARCD2
cg02361363,ST3GAL3
cg02361557,NTNG1
cg02364038,PTBP1
cg02367472,SLU7
cg02372712,ZNF467
cg02374486,PRF1
cg02376163,FBXO38
cg02376703,EPHA1
cg02382666,CALD1
cg02385474,PCNXL2
cg02385791,ZNF570
cg02387613,TOPBP1
cg02388150,SFRP1
cg02391387,IMMP2L
cg02393447,PIF1
cg02397514,HES4
cg02398725,CREBZF
cg02399449,CLDN12
cg02399455,SRI
cg02400248,CDKN2B
cg02401149,CRYBB3
cg02401978,ZNF746
cg02403232,GOLGA3
cg02404843,GPRIN1
cg02407785,PCDH9
cg02412050,MAPK14
cg02413850,SLC35C2
cg02416716,ZNF215
cg02417408,PPM1M
cg02420102,C11orf65
cg02421543,DR1
cg02422627,MED30
cg02422694,HOXB4
cg02425732,RRBP1
cg02426410,AASDH
cg02428100,KEAP1
cg02430692,PEX5L
cg02431687,NAIF1
cg02432101,KATNAL2
cg02433671,RGL3
cg02433905,ATP6V1A
cg02433905,NAA50
cg02435593,CHMP4B
cg02436686,GMFG
cg02437376,VDAC2
cg02441647,COL8A1
cg02443089,RPS29
cg02447314,POLI
cg02449608,C19orf18
cg02449978,CDC25A
cg02450959,THAP1
cg02451362,MAFG
cg02451670,INTS7
cg02451670,DTL
cg02452985,BCL11B
cg02453591,FARSB
cg02456292,TMEM145
cg02460120,USP15
cg02471507,CHMP4C
cg02473123,CD7
cg02475653,ATP2C2
cg02479196,MARCH7
cg02480835,NUPL2
cg02486845,AKIRIN2
cg02488871,VIL1
cg02490034,MEST
cg02491878,ATP6V0A4
cg02491878,TMEM213
cg02492740,UBQLN2
cg02494117,DNM1
cg02494117,CIZ1
cg02496295,ADD1
cg02497175,NLK
cg02497428,METTL9
cg02497428,IGSF6
cg02497758,MAFB
cg02499249,RARB
cg02502132,LRP8
cg02503850,ADAMTS14
cg02503970,ST3GAL1
cg02504280,CSAG1
cg02504465,SNX3
cg02505409,ANGPTL4
cg02505689,DBF4B
cg02506426,AQP11
cg02506908,HPD
cg02507175,PKNOX1
cg02508567,TCF7L1
cg02511532,TAF2
cg02512226,ARMC4
cg02512860,CLDN15
cg02513045,C21orf2
cg02515422,TLR4
cg02515725,PDLIM3
cg02516189,CARD9
cg02516388,ACSF2
cg02518671,SIRT6
cg02518671,ANKRD24
cg02523400,SERPIND1
cg02523400,PI4KA
cg02523617,UBE2K
cg02525396,TOMM40L
cg02525756,RAB42
cg02527529,C17orf53
cg02528468,ATP11B
cg02532648,BTG3
cg02533173,BRD4
cg02533993,WDR4
cg02537909,COBLL1
cg02543879,VPS36
cg02545106,CCDC110
cg02545192,TERT
cg02546521,ULK1
cg02547138,RCE1
cg02547138,C11orf80
cg02547439,ELMO2
cg02549418,MBNL3
cg02549910,TTC30A
cg02550200,MIS12
cg02550200,DERL2
cg02550358,PIGL
cg02551396,JPH2
cg02553486,CORIN
cg02554564,NTF3
cg02555579,SLC25A18
cg02556718,SEZ6L2
cg02558133,PKN2
cg02564061,FAM186B
cg02564733,ADAMTS15
cg02566518,FUT11
cg02567144,EFHC1
cg02569086,ITPR2
cg02569333,SGK3
cg02571905,TMEM107
cg02575859,RPS4X
cg02577849,ADAMTS6
cg02579736,FANCD2
cg02580195,RABL2A
cg02582608,ALCAM
cg02583151,SIX1
cg02584520,STAU2
cg02586730,EFEMP2
cg02588309,TTC33
cg02593766,MYCBPAP
cg02593766,EPN3
cg02595219,KCNE3
cg02595263,MRPS28
cg02597128,NUP62CL
cg02597269,MON1B
cg02599464,HIST1H2BK
cg02600394,TXK
cg02600430,ZIC5
cg02602411,GRIN3A
cg02602864,MAP2K6
cg02603366,RPS21
cg02603784,WDR82
cg02604290,CYP24A1
cg02608019,SYK
cg02608292,RPL28
cg02609749,ZNF276
cg02609880,BCAN
cg02611419,KCNK17
cg02612026,CASP9
cg02613803,TMPRSS2
cg02615157,PIN1
cg02616808,UNC5A
cg02617361,FNTA
cg02620470,EXT2
cg02620769,CCDC65
cg02622316,ZSCAN12
cg02624129,SNX19
cg02626977,CDKN3
cg02628202,LGMN
cg02629761,PTPN21
cg02630105,PRKCD
cg02630207,SRBD1
cg02630694,CDC123
cg02630694,NUDT5
cg02630888,FBXL5
cg02631622,SIAH1
cg02631906,PRDX1
cg02631957,CSNK1G3
cg02635407,SH3TC1
cg02635865,RAB22A
cg02635865,PPP4R1L
cg02640558,PPP3CC
cg02641095,LSM11
cg02641560,RCAN3
cg02641676,SLC20A2
cg02644301,TECR
cg02647545,HIRIP3
cg02647545,INO80E
cg02648999,TGFBRAP1
cg02649608,ZBTB33
cg02656594,IL21R
cg02657438,STON2
cg02659086,GSTP1
cg02659232,DDX25
cg02659232,PUS3
cg02661879,FLNC
cg02664205,PDE7B
cg02665570,LYPLAL1
cg02668581,MREG
cg02668984,PDK2
cg02671171,RPH3AL
cg02671806,CLPX
cg02672220,SIM2
cg02674804,REEP6
cg02675652,CSRNP2
cg02675896,C5orf30
cg02676865,MMS19
cg02676865,UBTD1
cg02678356,ZXDA
cg02682905,ZNF776
cg02683985,PDGFA
cg02686662,PPAP2C
cg02686769,TCP11L2
cg02688643,MGST2
cg02689825,CDS2
cg02689825,PCNA
cg02690554,CITED1
cg02691091,SP2
cg02692952,TRAF6
cg02693857,MXD3
cg02694395,FMO4
cg02699167,FBXL2
cg02699645,UBE2G2
cg02701137,DLGAP4
cg02702510,MARCH8
cg02705666,GTF2B
cg02709261,TOR3A
cg02710105,MAP4K3
cg02712845,DPAGT1
cg02712878,FAIM
cg02715140,CFL1
cg02717570,ANKRD13B
cg02718531,FLYWCH2
cg02718725,CNN3
cg02719245,DICER1
cg02719634,SLC22A18AS
cg02719634,SLC22A18
cg02724472,LRRC17
cg02724472,FBXL13
cg02725014,HOMER1
cg02725692,PORCN
cg02727285,RELB
cg02727423,EML1
cg02729303,FAM134B
cg02729352,ZNF432
cg02729506,HSPG2
cg02732134,DNMBP
cg02732509,CTDSP2
cg02733650,DCTPP1
cg02735071,EIF3H
cg02735133,PALB2
cg02735133,DCTN5
cg02735486,ANK2
cg02737335,ARHGEF16
cg02738086,POLR3H
cg02738763,TARSL2
cg02740128,DLG4
cg02740128,ACADVL
cg02741249,GGA2
cg02741744,ACTR6
cg02742971,OSR1
cg02749825,COMTD1
cg02750754,TMEM91
cg02750754,B9D2
cg02755455,JAK1
cg02755525,NETO2
cg02756614,MYOF
cg02756698,KRT12
cg02762689,GUCA1B
cg02765045,PCBP2
cg02770814,FAM13B
cg02772367,NUP160
cg02774160,GGT1
cg02774963,KEL
cg02782630,FAM175A
cg02784848,FUZ
cg02786019,TRPV6
cg02787991,SECTM1
cg02788090,SOX9
cg02788102,CADM1
cg02789485,GLIPR1L2
cg02790471,SCML4
cg02792677,MRPL4
cg02794695,SLA
cg02794695,TG
cg02795624,HINFP
cg02797569,PCOLCE
cg02798801,BUD31
cg02798801,PDAP1
cg02799466,PID1
cg02801485,STRADB
cg02801485,TRAK2
cg02801598,PDP2
cg02802055,C9orf78
cg02802055,USP20
cg02804166,PHF6
cg02805028,GSG1L
cg02806658,NUP37
cg02809263,LRRC40
cg02810134,TNNC2
cg02810773,ITPA
cg02811755,AKAP10
cg02813021,ZMYND11
cg02813121,S100A12
cg02813863,APOLD1
cg02815516,KANK2
cg02822723,BRD9
cg02822723,TRIP13
cg02823866,CD274
cg02825709,ZNF75A
cg02827112,SMARCAD1
cg02828104,TMEM189
cg02831393,PAFAH1B2
cg02831604,ISL2
cg02832245,EXOSC9
cg02833180,PLCL1
cg02838492,KIF12
cg02838877,MBNL2
cg02840794,HPS6
cg02841933,NRF1
cg02844051,DMKN
cg02844629,TTC13
cg02844629,ARV1
cg02848777,TLL2
cg02854288,FHIT
cg02859934,NAGPA
cg02860342,HCN4
cg02860543,IGF2BP3
cg02861781,GJB2
cg02862153,CUX1
cg02862835,MMAB
cg02862835,MVK
cg02863842,PVRL2
cg02863947,NR1I2
cg02865818,WWC1
cg02867079,HHIPL1
cg02868306,RAB11B
cg02868338,EXOSC4
cg02873524,PAPPA
cg02874605,DEPDC4
cg02874605,SCYL2
cg02875297,RLN2
cg02875404,VN1R1
cg02876062,FAM107B
cg02878987,AIDA
cg02879662,HIF3A
cg02880176,PLD6
cg02880679,MBTD1
cg02883161,MSI1
cg02883230,PARP6
cg02883621,S100P
cg02886284,CPE
cg02887841,TBX1
cg02889982,MPRIP
cg02890926,TMEM53
cg02890926,C1orf228
cg02900980,FOXP1
cg02901122,RPRD1A
cg02901159,CLNS1A
cg02902770,RARRES2
cg02904235,RPS6KA5
cg02904365,DNAJC11
cg02905881,MSH6
cg02906238,TFCP2L1
cg02906939,HNMT
cg02907300,TCEB3
cg02909042,MAPK1IP1L
cg02913089,PDE8A
cg02913364,UBE2J2
cg02914379,MDFI
cg02914419,ASNA1
cg02915837,TEAD4
cg02916816,JPH4
cg02917381,MEIS2
cg02917772,CTH
cg02917972,ZCCHC11
cg02919422,SOX17
cg02920216,CHODL
cg02921257,XIRP1
cg02922563,ATRIP
cg02924961,HIST1H2BC
cg02927346,RASL10B
cg02929869,PFN2
cg02930996,B4GALT6
cg02932167,ECEL1
cg02932669,NALCN
cg02937479,FKBPL
cg02939139,RASAL1
cg02940164,PGAP2
cg02942159,RPS6
cg02943497,PARP4
cg02945019,CD84
cg02945646,AP1G2
cg02946754,DCLRE1A
cg02946754,NHLRC2
cg02946850,GRM8
cg02947222,PHLDA1
cg02947253,ADORA3
cg02951021,DYNLL1
cg02955504,TXNL4A
cg02956093,AKT1
cg02957086,AXIN2
cg02959669,ZNF256
cg02962299,KIN
cg02962299,ATP5C1
cg02962602,CCDC57
cg02963198,NOTCH2NL
cg02964385,STK38
cg02964389,PSMD9
cg02966329,TTK
cg02968557,HSPB9
cg02973263,PRKCI
cg02973416,SLC25A22
cg02973883,DCAF4
cg02973971,CXorf40B
cg02975259,NCK1
cg02976090,NIPAL3
cg02976574,FNDC3B
cg02976617,NUDT12
cg02983451,KLF11
cg02988947,LIMD2
cg02989257,COL16A1
cg02990567,RGL2
cg02992632,FGF12
cg02994216,RALB
cg02995130,CLIP1
cg02995295,FAM124A
cg02995853,APBB3
cg02995853,SLC35A4
cg03000603,DHX34
cg03000846,RAC3
cg03001305,STAT5A
cg03001647,MPZL1
cg03002480,UBR1
cg03003060,GPM6B
cg03003745,CXCL17
cg03005261,CCDC109B
cg03007571,HIST1H2BD
cg03011500,CGN
cg03012280,ZFYVE19
cg03012280,DNAJC17
cg03014628,RAB3C
cg03014680,CLEC12A
cg03017264,NFAM1
cg03017946,NPFFR2
cg03019000,TEX264
cg03020271,PLIN3
cg03020951,HMGA1
cg03021690,TNFAIP2
cg03021892,SLC38A5
cg03025569,TRIM16
cg03026462,FOXA1
cg03027037,NAPB
cg03028472,RERG
cg03030757,FANCE
cg03036064,UCK2
cg03037331,DEGS1
cg03038003,AGBL4
cg03038003,BEND5
cg03038672,CLDN9
cg03039172,DMPK
cg03039172,SIX5
cg03046445,BHLHE41
cg03047098,AP1G1
cg03054162,PCYOX1
cg03054529,SCRN1
cg03055440,MS4A6A
cg03055492,UGP2
cg03057808,CXorf57
cg03059018,SIX4
cg03059528,RNF146
cg03060925,C19orf54
cg03060925,SNRPA
cg03062665,CALM1
cg03063797,SAV1
cg03064241,RNF34
cg03064400,U2AF1L4
cg03064400,PSENEN
cg03065202,PIK3IP1
cg03065661,MED17
cg03067226,TPI1
cg03070194,GSTM2
cg03072102,CEP97
cg03072378,DLX4
cg03075662,PLSCR2
cg03076324,DNAJC1
cg03076871,STX16
cg03077062,SFXN5
cg03077492,CCL28
cg03077836,ASAP2
cg03079681,CDKN2A
cg03080344,METTL2B
cg03080985,SH3BGRL2
cg03081134,RECK
cg03085637,PEX11B
cg03086563,HIST2H2BE
cg03086563,HIST2H2AC
cg03086857,EDNRB
cg03087937,MUC15
cg03087937,ANO3
cg03091512,RHBDD1
cg03096975,EML2
cg03097995,TNNI3
cg03098721,TTLL7
cg03099492,CYP26A1
cg03099771,PRSS16
cg03100040,ZNF345
cg03100196,ZYX
cg03103192,SPATA18
cg03104936,GRB10
cg03107405,TSSC1
cg03109047,GRIN1
cg03109316,ZNF80
cg03109701,RNFT2
cg03109701,C12orf49
cg03112869,FBXW12
cg03113824,CCDC114
cg03115649,TOR1AIP1
cg03116740,TSPAN4
cg03116740,POLR2L
cg03117949,USP16
cg03122511,NKAP
cg03125090,RGL1
cg03125090,ARPC5
cg03126490,SPATA13
cg03127334,ERG
cg03129910,SRP72
cg03131527,BDH1
cg03133269,WNT4
cg03135598,SEPW1
cg03138091,OSMR
cg03138668,SLC17A7
cg03139057,DLL3
cg03139377,SLC6A12
cg03143365,MAN2B1
cg03143849,CDKN1C
cg03144206,ACTN4
cg03144357,RECQL4
cg03144357,LRRC14
cg03147990,ZNF585B
cg03148461,BRAF
cg03152385,RRN3
cg03152785,KCNC4
cg03154513,ID1
cg03155724,ASCC1
cg03156547,CDH24
cg03157149,GDI2
cg03158400,FAM3B
cg03159785,SKIL
cg03159836,ZFX
cg03160508,RHOD
cg03160637,DDB1
cg03160740,VIPR1
cg03161112,ZNF24
cg03161453,BCOR
cg03161839,ARHGEF1
cg03164831,BRWD3
cg03165378,S100A9
cg03167763,UBXN10
cg03168296,NOXA1
cg03168296,EXD3
cg03168582,DMRT1
cg03169180,NLGN2
cg03169715,HAS3
cg03172991,NFIX
cg03173722,RUFY3
cg03176585,MRPS35
cg03177025,BRE
cg03177025,RBKS
cg03177084,PSME3
cg03184439,ICT1
cg03188118,RGS6
cg03192551,SLC25A39
cg03196745,SART3
cg03196745,ISCU
cg03197524,TNIP1
cg03208093,ZNF248
cg03212129,PDCD2L
cg03214697,SEC14L4
cg03217964,ZFP1
cg03218909,HAPLN2
cg03221436,CCDC120
cg03221676,ZCCHC6
cg03221776,MFSD3
cg03222066,ABCG4
cg03223878,BHLHE40
cg03224418,SAMD10
cg03224418,PRPF6
cg03227078,ZNF221
cg03229887,EIF2B3
cg03231024,EFNA1
cg03238797,ADAMTS18
cg03240745,MEGF8
cg03242666,PMP22
cg03243700,WDR5
cg03243895,SPTAN1
cg03243946,LDHB
cg03245641,GPHA2
cg03245962,XRN1
cg03247626,HINT3
cg03251079,HMGA2
cg03251249,SIRT1
cg03251655,SLFN12
cg03256955,TGFBR2
cg03258472,CRB3
cg03259469,SVIL
cg03260744,TEKT2
cg03261004,MAN1B1
cg03262773,RAD54L
cg03262918,BBX
cg03266453,EN1
cg03270167,RAMP1
cg03270204,DDR1
cg03270376,RNF25
cg03270376,STK36
cg03273615,RBM41
cg03274654,KPNA3
cg03274876,C4orf27
cg03275186,COPS8
cg03276813,SSFA2
cg03277112,MED23
cg03278960,ZNF319
cg03283421,FAM24B
cg03283569,RABEPK
cg03283694,SIGLEC11
