,immune,classic,endo,basal
ALG3,616.0,900.0,19.0,138.0
ALG5,561.0,1024.0,34.0,82.0
ALG6,200.0,171.0,6.0,17.0
ALG8,368.0,537.0,22.0,34.0
ALK,16.0,9.0,0.0,0.0
ALKBH1,179.0,154.0,8.0,14.0
ALKBH2,118.0,217.0,9.0,15.0
ALKBH3,489.0,369.0,21.0,53.0
ALKBH4,209.0,236.0,12.0,59.0
ALKBH5,1325.0,1048.0,44.0,50.0
ALKBH6,100.0,118.0,3.0,10.0
ALKBH7,932.0,854.0,32.0,70.0
ALKBH8,305.0,194.0,10.0,22.0
ALMS1,627.0,523.0,37.0,52.0
ALMS1-IT1,27.0,19.0,5.0,1.0
ALOX12,5.0,3.0,0.0,1.0
ALOX12B,4.0,22.0,0.0,2.0
ALOX15,19.0,28.0,0.0,4.0
ALOX15B,134.0,11.0,1.0,1.0
ALOX5,2820.0,1035.0,21.0,72.0
ALOX5AP,4252.0,143.0,25.0,35.0
ALOXE3,1.0,11.0,0.0,2.0
ALPK1,675.0,379.0,30.0,32.0
ALPK2,28.0,6.0,0.0,0.0
ALPK3,96.0,616.0,34.0,7.0
ALPL,6.0,3.0,92.0,1.0
ALPP,1.0,17.0,0.0,2.0
ALPPL2,1.0,119.0,0.0,2.0
ALS2,387.0,510.0,20.0,26.0
ALS2CL,79.0,750.0,21.0,50.0
ALS2CR11,3.0,6.0,0.0,0.0
ALS2CR12,40.0,13.0,1.0,1.0
ALX3,5.0,7.0,0.0,0.0
ALX4,0.0,0.0,0.0,0.0
ALYREF,362.0,334.0,12.0,25.0
AMACR,38.0,79.0,1.0,5.0
AMBP,70.0,59.0,5.0,1.0
AMBRA1,461.0,453.0,21.0,30.0
AMD1,2195.0,930.0,53.0,116.0
AMDHD1,28.0,11.0,4.0,1.0
AMDHD2,493.0,223.0,18.0,18.0
AMER1,91.0,76.0,1.0,9.0
AMER2,11.0,54.0,0.0,0.0
AMER3,8.0,35.0,0.0,0.0
AMFR,905.0,903.0,29.0,56.0
AMH,3.0,58.0,0.0,1.0
AMHR2,10.0,3.0,9.0,0.0
AMICA1,7078.0,134.0,63.0,8.0
AMIGO1,136.0,95.0,4.0,2.0
AMIGO2,305.0,1039.0,16.0,100.0
AMMECR1,288.0,319.0,13.0,60.0
AMMECR1L,541.0,552.0,28.0,51.0
AMN,26.0,204.0,2.0,8.0
AMN1,79.0,140.0,5.0,16.0
AMOT,95.0,350.0,13.0,12.0
AMOTL1,83.0,566.0,108.0,80.0
AMOTL2,18.0,743.0,23.0,92.0
AMPD1,1.0,2.0,1.0,0.0
AMPD2,1030.0,372.0,21.0,16.0
AMPD3,1105.0,271.0,8.0,22.0
AMPH,14.0,582.0,2.0,4.0
AMT,177.0,88.0,9.0,1.0
AMY2B,72.0,64.0,1.0,3.0
AMZ1,49.0,15.0,0.0,6.0
AMZ2,1120.0,1019.0,43.0,110.0
ANAPC1,397.0,261.0,15.0,37.0
ANAPC10,169.0,110.0,2.0,11.0
ANAPC11,1419.0,2169.0,72.0,225.0
ANAPC13,597.0,651.0,22.0,49.0
ANAPC15,460.0,314.0,14.0,35.0
ANAPC16,1861.0,1296.0,78.0,134.0
ANAPC2,266.0,164.0,14.0,24.0
ANAPC4,552.0,415.0,20.0,57.0
ANAPC5,2621.0,2367.0,117.0,244.0
ANAPC7,803.0,846.0,28.0,67.0
ANG,138.0,337.0,0.0,1.0
ANGEL1,338.0,177.0,29.0,23.0
ANGEL2,661.0,464.0,22.0,44.0
ANGPT1,19.0,36.0,1.0,7.0
ANGPT2,23.0,22.0,105.0,0.0
ANGPTL1,5.0,11.0,2.0,1.0
ANGPTL2,11.0,26.0,32.0,0.0
ANGPTL3,6.0,45.0,3.0,0.0
ANGPTL4,102.0,151.0,11.0,64.0
ANGPTL6,72.0,16.0,2.0,1.0
ANGPTL7,0.0,0.0,0.0,0.0
ANHX,1.0,0.0,0.0,0.0
ANK1,120.0,157.0,2.0,13.0
ANK2,41.0,744.0,2.0,4.0
ANK3,451.0,748.0,9.0,216.0
ANKAR,90.0,49.0,8.0,5.0
ANKDD1A,76.0,31.0,8.0,3.0
ANKDD1B,3.0,6.0,0.0,0.0
ANKEF1,130.0,356.0,6.0,24.0
ANKFN1,2.0,58.0,0.0,3.0
ANKFY1,1303.0,760.0,54.0,79.0
ANKH,1078.0,778.0,30.0,63.0
ANKHD1,167.0,105.0,8.0,7.0
ANKHD1-EIF4EBP3,21.0,16.0,0.0,1.0
ANKIB1,2212.0,2774.0,96.0,210.0
ANKK1,4.0,8.0,1.0,0.0
ANKLE1,44.0,5.0,0.0,2.0
ANKLE2,2582.0,3385.0,100.0,351.0
ANKMY1,269.0,176.0,8.0,11.0
ANKMY2,426.0,556.0,12.0,45.0
ANKRA2,261.0,291.0,10.0,12.0
ANKRD1,16.0,1746.0,0.0,152.0
ANKRD10,1010.0,1300.0,47.0,99.0
ANKRD10-IT1,81.0,112.0,1.0,7.0
ANKRD11,4998.0,4045.0,283.0,373.0
ANKRD12,7180.0,3687.0,259.0,310.0
ANKRD13A,1782.0,657.0,47.0,53.0
ANKRD13B,33.0,73.0,3.0,6.0
ANKRD13C,621.0,528.0,37.0,49.0
ANKRD13D,1602.0,489.0,38.0,43.0
ANKRD16,99.0,101.0,10.0,6.0
ANKRD17,3299.0,2810.0,182.0,310.0
ANKRD18B,2.0,20.0,0.0,13.0
ANKRD2,0.0,0.0,0.0,0.0
ANKRD20A1,0.0,0.0,0.0,0.0
ANKRD20A4,0.0,1.0,0.0,0.0
ANKRD22,520.0,525.0,6.0,108.0
ANKRD23,47.0,23.0,1.0,2.0
ANKRD24,41.0,29.0,1.0,6.0
ANKRD26,512.0,388.0,53.0,36.0
ANKRD27,608.0,634.0,18.0,76.0
ANKRD28,735.0,891.0,49.0,88.0
ANKRD29,68.0,298.0,9.0,1.0
ANKRD30B,0.0,0.0,0.0,0.0
ANKRD31,12.0,36.0,0.0,1.0
ANKRD32,565.0,181.0,20.0,45.0
ANKRD33,2.0,15.0,0.0,0.0
ANKRD33B,1.0,0.0,0.0,0.0
ANKRD34A,45.0,27.0,4.0,2.0
ANKRD34B,5.0,8.0,0.0,1.0
ANKRD34C,0.0,0.0,0.0,0.0
ANKRD35,42.0,11.0,2.0,8.0
ANKRD36,601.0,337.0,34.0,12.0
ANKRD36C,808.0,2310.0,60.0,66.0
ANKRD37,236.0,274.0,8.0,24.0
ANKRD39,216.0,143.0,9.0,15.0
ANKRD40,752.0,675.0,36.0,41.0
ANKRD42,247.0,296.0,14.0,11.0
ANKRD44,1966.0,107.0,49.0,11.0
ANKRD44-IT1,6.0,1.0,0.0,0.0
ANKRD45,3.0,24.0,0.0,1.0
ANKRD46,159.0,247.0,20.0,23.0
ANKRD49,461.0,414.0,18.0,27.0
ANKRD50,396.0,788.0,58.0,124.0
ANKRD52,359.0,379.0,15.0,25.0
ANKRD53,1.0,1.0,0.0,0.0
ANKRD54,284.0,332.0,11.0,38.0
ANKRD55,28.0,1.0,5.0,0.0
ANKRD6,144.0,205.0,14.0,18.0
ANKRD61,0.0,0.0,0.0,0.0
ANKRD62,3.0,6.0,0.0,1.0
ANKRD65,12.0,154.0,11.0,36.0
ANKRD7,0.0,0.0,0.0,0.0
ANKRD9,88.0,182.0,8.0,22.0
ANKS1A,844.0,771.0,54.0,73.0
ANKS1B,20.0,145.0,1.0,0.0
ANKS3,234.0,308.0,11.0,9.0
ANKS4B,6.0,238.0,0.0,1.0
ANKS6,117.0,421.0,16.0,72.0
ANKUB1,36.0,41.0,2.0,2.0
ANKZF1,738.0,618.0,23.0,47.0
ANLN,341.0,982.0,13.0,281.0
ANO1,26.0,2025.0,2.0,266.0
ANO1-AS1,1.0,46.0,0.0,5.0
ANO10,327.0,390.0,42.0,26.0
ANO2,3.0,13.0,16.0,0.0
ANO3,5.0,41.0,0.0,3.0
ANO4,4.0,4.0,0.0,0.0
ANO5,31.0,99.0,7.0,1.0
ANO6,1448.0,859.0,90.0,62.0
ANO7,8.0,15.0,3.0,2.0
ANO8,150.0,202.0,5.0,18.0
ANO9,401.0,287.0,4.0,25.0
ANP32A,2986.0,1904.0,109.0,158.0
ANP32B,4947.0,2916.0,159.0,602.0
ANP32E,2354.0,1304.0,56.0,89.0
ANPEP,942.0,487.0,81.0,12.0
ANTXR1,145.0,363.0,2.0,143.0
ANTXR2,1682.0,1503.0,68.0,89.0
ANTXRL,1.0,0.0,0.0,0.0
ANXA1,9563.0,9031.0,169.0,1713.0
ANXA10,18.0,1279.0,1.0,22.0
ANXA11,4370.0,5614.0,136.0,624.0
ANXA13,11.0,630.0,0.0,0.0
ANXA2,10595.0,30270.0,571.0,3613.0
ANXA2R,338.0,63.0,18.0,3.0
ANXA3,29.0,1813.0,4.0,118.0
ANXA4,1250.0,7403.0,37.0,225.0
ANXA5,6402.0,5184.0,213.0,508.0
ANXA6,3265.0,785.0,88.0,71.0
ANXA7,1511.0,1557.0,57.0,161.0
ANXA8L1,0.0,20.0,0.0,9.0
ANXA8L2,3.0,56.0,0.0,10.0
ANXA9,24.0,258.0,0.0,4.0
AOAH,4077.0,95.0,30.0,3.0
AOAH-IT1,9.0,0.0,0.0,0.0
AOC1,50.0,1012.0,0.0,28.0
AOC2,7.0,8.0,3.0,0.0
AOC3,19.0,10.0,73.0,0.0
AOX1,11.0,104.0,11.0,3.0
AP000230.1,0.0,0.0,0.0,0.0
AP000240.9,12.0,7.0,0.0,0.0
AP000251.3,0.0,0.0,0.0,0.0
AP000253.1,0.0,0.0,0.0,0.0
AP000254.8,14.0,13.0,1.0,2.0
AP000265.1,1.0,0.0,0.0,0.0
AP000330.8,10.0,35.0,0.0,1.0
AP000349.1,0.0,0.0,0.0,0.0
AP000350.4,43.0,110.0,3.0,14.0
AP000350.5,16.0,13.0,2.0,0.0
AP000355.2,0.0,0.0,0.0,0.0
AP000439.3,0.0,23.0,0.0,0.0
AP000442.1,6.0,9.0,0.0,0.0
AP000476.1,57.0,4.0,2.0,0.0
AP000487.5,8.0,25.0,0.0,3.0
AP000525.9,2.0,42.0,1.0,7.0
AP000569.9,0.0,0.0,0.0,0.0
AP000640.10,0.0,0.0,0.0,0.0
AP000662.4,8.0,4.0,0.0,0.0
AP000688.14,5.0,9.0,0.0,0.0
AP000688.29,0.0,27.0,0.0,6.0
AP000688.8,2.0,75.0,0.0,8.0
AP000692.10,15.0,7.0,2.0,0.0
AP000692.9,6.0,4.0,0.0,0.0
AP000695.1,2.0,0.0,0.0,0.0
AP000695.4,10.0,12.0,0.0,1.0
AP000695.6,10.0,23.0,0.0,1.0
AP000696.2,0.0,0.0,0.0,0.0
AP000704.5,0.0,0.0,0.0,0.0
AP000708.1,0.0,0.0,0.0,0.0
AP000758.1,0.0,0.0,0.0,0.0
AP000769.1,10.0,11.0,1.0,1.0
AP000769.7,0.0,0.0,0.0,0.0
AP000783.1,77.0,4.0,4.0,1.0
AP000974.1,1.0,0.0,0.0,0.0
AP000997.2,12.0,7.0,1.0,0.0
AP001046.5,51.0,3.0,1.0,0.0
AP001053.11,167.0,16.0,3.0,1.0
AP001055.6,195.0,5.0,0.0,0.0
AP001056.1,17.0,0.0,1.0,1.0
AP001058.3,7.0,0.0,0.0,0.0
AP001062.7,145.0,63.0,3.0,3.0
AP001065.15,3.0,10.0,0.0,0.0
AP001065.2,3.0,17.0,0.0,0.0
AP001257.1,0.0,0.0,0.0,0.0
AP001258.4,131.0,92.0,1.0,7.0
AP001347.6,0.0,0.0,0.0,0.0
AP001362.1,16.0,12.0,0.0,1.0
AP001372.2,75.0,206.0,11.0,7.0
AP001412.1,1.0,1.0,0.0,0.0
AP001434.2,0.0,0.0,0.0,0.0
AP001437.1,15.0,3.0,2.0,1.0
AP001442.2,0.0,0.0,0.0,0.0
AP001462.6,7.0,5.0,0.0,2.0
AP001469.7,0.0,0.0,0.0,0.0
AP001469.9,10.0,5.0,1.0,1.0
AP001596.6,1.0,0.0,0.0,0.0
AP001597.1,1.0,0.0,0.0,0.0
AP001610.5,17.0,23.0,1.0,1.0
AP001615.9,0.0,25.0,0.0,4.0
AP001619.2,0.0,0.0,0.0,0.0
AP001626.1,0.0,0.0,0.0,0.0
AP001626.2,0.0,0.0,0.0,0.0
AP001627.1,0.0,0.0,0.0,0.0
AP001631.9,1.0,13.0,1.0,0.0
AP001816.1,69.0,135.0,6.0,9.0
AP002954.3,0.0,0.0,0.0,0.0
AP002954.4,25.0,9.0,0.0,0.0
AP003025.2,2.0,0.0,0.0,0.0
AP003068.23,12.0,43.0,1.0,4.0
AP003068.6,13.0,20.0,0.0,0.0
AP003068.9,16.0,21.0,0.0,2.0
AP003419.16,32.0,18.0,1.0,1.0
AP003733.1,54.0,10.0,1.0,0.0
AP003774.1,27.0,6.0,1.0,0.0
AP003774.4,42.0,2.0,0.0,0.0
AP003774.6,52.0,3.0,0.0,0.0
AP005482.1,1.0,12.0,1.0,2.0
AP006216.11,0.0,0.0,0.0,0.0
AP006216.12,0.0,0.0,0.0,0.0
AP006222.2,0.0,0.0,0.0,0.0
AP006621.5,32.0,27.0,0.0,3.0
AP006621.8,4.0,10.0,0.0,1.0
AP1AR,635.0,761.0,24.0,68.0
AP1B1,3314.0,978.0,109.0,131.0
AP1G1,1316.0,1295.0,63.0,78.0
AP1G2,1296.0,1428.0,28.0,121.0
AP1M1,1079.0,404.0,41.0,25.0
AP1M2,18.0,1140.0,1.0,89.0
AP1S1,91.0,419.0,11.0,31.0
AP1S2,2820.0,284.0,109.0,16.0
AP1S3,88.0,554.0,5.0,40.0
AP2A1,674.0,585.0,30.0,66.0
AP2A2,1117.0,562.0,82.0,53.0
AP2B1,1924.0,3178.0,98.0,336.0
AP2M1,3639.0,2885.0,221.0,323.0
AP2S1,2431.0,1369.0,133.0,181.0
AP3B1,2072.0,1251.0,68.0,106.0
AP3B2,6.0,146.0,0.0,0.0
AP3D1,4709.0,4058.0,174.0,477.0
AP3M1,661.0,444.0,15.0,62.0
AP3M2,352.0,501.0,33.0,56.0
AP3S1,737.0,669.0,23.0,134.0
AP3S2,286.0,309.0,17.0,21.0
AP4B1,478.0,300.0,14.0,9.0
AP4B1-AS1,27.0,7.0,0.0,0.0
AP4E1,398.0,171.0,10.0,15.0
AP4M1,158.0,350.0,13.0,38.0
AP4S1,136.0,89.0,4.0,6.0
AP5B1,553.0,207.0,15.0,30.0
AP5M1,619.0,508.0,26.0,61.0
AP5S1,244.0,317.0,18.0,48.0
AP5Z1,744.0,430.0,29.0,25.0
APAF1,1427.0,610.0,45.0,23.0
APBA1,78.0,50.0,4.0,10.0
APBA2,354.0,29.0,13.0,2.0
APBA3,318.0,182.0,10.0,20.0
APBB1,432.0,540.0,21.0,10.0
APBB1IP,4005.0,119.0,31.0,7.0
APBB2,70.0,898.0,120.0,123.0
APBB3,324.0,175.0,11.0,10.0
APC,2496.0,1393.0,128.0,112.0
APC2,3.0,7.0,0.0,2.0
APCDD1,24.0,1201.0,5.0,28.0
APCDD1L,5.0,280.0,2.0,35.0
APCDD1L-AS1,1.0,206.0,0.0,44.0
APCS,3.0,20.0,0.0,1.0
APEH,1119.0,1018.0,28.0,113.0
APEX1,2493.0,1987.0,98.0,268.0
APEX2,374.0,349.0,13.0,45.0
APH1A,1227.0,1559.0,59.0,127.0
APH1B,342.0,233.0,20.0,1.0
API5,959.0,818.0,27.0,76.0
APIP,231.0,211.0,11.0,7.0
APITD1,102.0,338.0,8.0,26.0
APLF,104.0,65.0,8.0,13.0
APLN,5.0,3.0,3.0,0.0
APLNR,26.0,10.0,596.0,0.0
APLP1,10.0,1003.0,3.0,0.0
APLP2,16885.0,17273.0,360.0,1890.0
APMAP,2343.0,1802.0,70.0,168.0
APOA1,103.0,33.0,15.0,2.0
APOA1BP,1000.0,1772.0,56.0,294.0
APOA2,96.0,13.0,4.0,0.0
APOA5,1.0,2.0,0.0,0.0
APOB,26.0,28.0,0.0,0.0
APOBEC1,1.0,140.0,0.0,5.0
APOBEC3A,578.0,11.0,12.0,0.0
APOBEC3B,140.0,90.0,1.0,18.0
APOBEC3C,2692.0,632.0,56.0,104.0
APOBEC3D,263.0,61.0,5.0,2.0
APOBEC3F,234.0,85.0,3.0,10.0
APOBEC3G,2243.0,239.0,26.0,43.0
APOBEC3H,212.0,7.0,2.0,1.0
APOBR,2437.0,77.0,32.0,4.0
APOC1,4168.0,147.0,11.0,4.0
APOC2,0.0,0.0,0.0,0.0
APOC3,52.0,11.0,4.0,0.0
APOD,16.0,90.0,5.0,34.0
APOE,22643.0,892.0,60.0,37.0
APOF,7.0,11.0,0.0,1.0
APOH,25.0,2991.0,0.0,1.0
APOL1,1397.0,5121.0,182.0,372.0
APOL2,1104.0,975.0,58.0,70.0
APOL3,2814.0,763.0,199.0,118.0
APOL4,357.0,44.0,33.0,11.0
APOL6,5738.0,3004.0,150.0,350.0
APOLD1,43.0,65.0,51.0,6.0
APOM,29.0,21.0,1.0,0.0
APOO,164.0,277.0,2.0,22.0
APOOL,152.0,252.0,7.0,17.0
APOPT1,438.0,505.0,16.0,38.0
APP,2096.0,6631.0,927.0,783.0
APPBP2,747.0,904.0,38.0,63.0
APPL1,2437.0,1037.0,97.0,88.0
APPL2,704.0,1278.0,31.0,49.0
APRT,1970.0,1598.0,63.0,177.0
APTX,414.0,449.0,11.0,51.0
AQP10,0.0,0.0,0.0,0.0
AQP11,3.0,29.0,4.0,0.0
AQP2,0.0,0.0,0.0,0.0
AQP3,550.0,667.0,30.0,524.0
AQP4,1.0,21.0,0.0,0.0
AQP4-AS1,0.0,0.0,0.0,0.0
AQP5,41.0,2104.0,0.0,11.0
AQP6,2.0,21.0,0.0,0.0
AQP7,1.0,13.0,3.0,0.0
AQP8,0.0,1.0,0.0,0.0
AQP9,1137.0,13.0,3.0,1.0
AQPEP,0.0,13.0,1.0,2.0
AQR,1263.0,912.0,35.0,79.0
AR,31.0,16.0,18.0,0.0
ARAF,711.0,561.0,17.0,48.0
ARAP1,2136.0,713.0,37.0,41.0
ARAP1-AS1,12.0,1.0,0.0,0.0
ARAP1-AS2,8.0,1.0,1.0,0.0
ARAP2,3179.0,1364.0,45.0,197.0
ARAP3,146.0,174.0,105.0,43.0
ARC,66.0,22.0,5.0,2.0
ARCN1,2372.0,2643.0,85.0,162.0
AREG,14.0,20.0,0.0,12.0
AREL1,527.0,440.0,5.0,30.0
ARF1,5876.0,8024.0,278.0,667.0
ARF3,1429.0,1377.0,40.0,88.0
ARF4,1189.0,1588.0,61.0,136.0
ARF5,342.0,312.0,13.0,25.0
ARF6,1400.0,805.0,37.0,119.0
ARFGAP1,1066.0,1597.0,39.0,151.0
ARFGAP2,1139.0,1018.0,47.0,70.0
ARFGAP3,1329.0,1284.0,52.0,81.0
ARFGEF1,2525.0,2493.0,99.0,156.0
ARFGEF2,1536.0,2316.0,65.0,212.0
ARFIP1,755.0,1210.0,28.0,96.0
ARFIP2,174.0,259.0,6.0,21.0
ARFRP1,632.0,838.0,25.0,82.0
ARG1,9.0,17.0,0.0,0.0
ARG2,71.0,294.0,2.0,9.0
ARGLU1,3531.0,2869.0,343.0,156.0
ARHGAP1,635.0,746.0,26.0,76.0
ARHGAP10,755.0,229.0,7.0,23.0
ARHGAP11A,396.0,252.0,3.0,41.0
ARHGAP11B,137.0,71.0,3.0,5.0
ARHGAP12,797.0,2176.0,47.0,102.0
ARHGAP15,1500.0,49.0,6.0,0.0
ARHGAP17,1193.0,475.0,45.0,53.0
ARHGAP18,3187.0,1514.0,62.0,65.0
ARHGAP19,541.0,129.0,16.0,11.0
ARHGAP20,57.0,24.0,13.0,0.0
ARHGAP21,1026.0,1480.0,72.0,113.0
ARHGAP22,464.0,49.0,6.0,10.0
ARHGAP23,27.0,580.0,73.0,165.0
ARHGAP24,381.0,130.0,7.0,4.0
ARHGAP25,3518.0,123.0,72.0,7.0
ARHGAP26,2120.0,1249.0,106.0,59.0
ARHGAP26-IT1,1.0,1.0,0.0,0.0
ARHGAP27,1395.0,891.0,38.0,50.0
ARHGAP28,4.0,19.0,19.0,27.0
ARHGAP29,45.0,990.0,283.0,100.0
ARHGAP30,9831.0,362.0,88.0,20.0
ARHGAP31,1897.0,150.0,176.0,10.0
ARHGAP31-AS1,0.0,0.0,0.0,0.0
ARHGAP32,169.0,1745.0,9.0,155.0
ARHGAP33,52.0,34.0,4.0,1.0
ARHGAP35,2243.0,2495.0,114.0,187.0
ARHGAP39,8.0,154.0,3.0,14.0
ARHGAP4,4289.0,410.0,54.0,17.0
ARHGAP40,2.0,66.0,1.0,19.0
ARHGAP42,30.0,483.0,12.0,23.0
ARHGAP44,7.0,93.0,1.0,1.0
ARHGAP5,1748.0,5305.0,91.0,364.0
ARHGAP5-AS1,14.0,84.0,1.0,12.0
ARHGAP6,88.0,100.0,33.0,3.0
ARHGAP8,5.0,40.0,3.0,2.0
ARHGAP9,3562.0,124.0,43.0,8.0
ARHGDIA,2761.0,2460.0,76.0,232.0
ARHGDIB,14948.0,1448.0,407.0,240.0
ARHGEF1,2183.0,764.0,54.0,60.0
ARHGEF10,76.0,389.0,56.0,37.0
ARHGEF10L,738.0,511.0,3.0,23.0
ARHGEF11,509.0,555.0,18.0,32.0
ARHGEF12,997.0,3514.0,252.0,148.0
ARHGEF15,12.0,9.0,103.0,0.0
ARHGEF16,15.0,600.0,2.0,22.0
ARHGEF17,27.0,120.0,22.0,13.0
ARHGEF18,670.0,495.0,22.0,34.0
ARHGEF19,93.0,224.0,11.0,30.0
ARHGEF2,1625.0,781.0,44.0,104.0
ARHGEF25,8.0,60.0,7.0,2.0
ARHGEF26,6.0,95.0,4.0,0.0
ARHGEF26-AS1,6.0,19.0,0.0,0.0
ARHGEF28,35.0,1036.0,16.0,74.0
ARHGEF3,1962.0,521.0,122.0,40.0
ARHGEF33,3.0,12.0,0.0,1.0
ARHGEF35,5.0,78.0,0.0,9.0
ARHGEF37,33.0,402.0,22.0,40.0
ARHGEF38,8.0,235.0,0.0,2.0
ARHGEF38-IT1,0.0,0.0,0.0,0.0
ARHGEF39,102.0,82.0,1.0,11.0
ARHGEF4,15.0,195.0,1.0,21.0
ARHGEF40,666.0,476.0,24.0,19.0
ARHGEF5,46.0,398.0,2.0,28.0
ARHGEF6,3904.0,134.0,86.0,8.0
ARHGEF7,1054.0,997.0,116.0,62.0
ARHGEF9,462.0,350.0,17.0,16.0
ARID1A,3272.0,1164.0,89.0,102.0
ARID1B,1858.0,1022.0,63.0,88.0
ARID2,1042.0,749.0,27.0,69.0
ARID3A,429.0,102.0,9.0,11.0
ARID3B,263.0,84.0,5.0,6.0
ARID4A,2370.0,1187.0,114.0,58.0
ARID4B,4355.0,2821.0,175.0,185.0
ARID5A,2092.0,265.0,42.0,29.0
ARID5B,2402.0,1015.0,114.0,200.0
ARIH1,1688.0,1405.0,64.0,102.0
ARIH2,1868.0,877.0,68.0,84.0
ARIH2OS,40.0,19.0,6.0,1.0
ARL1,842.0,1987.0,58.0,114.0
ARL10,172.0,121.0,6.0,13.0
ARL11,547.0,12.0,16.0,2.0
ARL13B,314.0,282.0,18.0,32.0
ARL14,3.0,390.0,0.0,11.0
ARL14EP,882.0,493.0,40.0,55.0
ARL14EPL,0.0,0.0,0.0,0.0
ARL15,265.0,217.0,99.0,17.0
ARL16,338.0,388.0,23.0,27.0
ARL17A,0.0,0.0,0.0,0.0
ARL17B,22.0,23.0,0.0,0.0
ARL2,462.0,681.0,55.0,48.0
ARL2BP,1259.0,750.0,75.0,89.0
ARL3,376.0,802.0,25.0,56.0
ARL4A,670.0,375.0,25.0,71.0
ARL4C,8869.0,2050.0,105.0,195.0
ARL4D,107.0,305.0,12.0,56.0
ARL5A,1753.0,808.0,67.0,83.0
ARL5B,1296.0,545.0,52.0,59.0
ARL5B-AS1,26.0,8.0,0.0,1.0
ARL5C,0.0,0.0,0.0,0.0
ARL6,18.0,39.0,6.0,8.0
ARL6IP1,2539.0,3276.0,99.0,187.0
ARL6IP4,249.0,186.0,8.0,3.0
ARL6IP5,6708.0,2947.0,144.0,250.0
ARL6IP6,223.0,191.0,11.0,23.0
ARL8A,881.0,665.0,33.0,35.0
ARL8B,2369.0,1386.0,55.0,151.0
ARL9,0.0,13.0,0.0,2.0
ARMC1,590.0,616.0,31.0,66.0
ARMC10,392.0,562.0,17.0,152.0
ARMC12,2.0,1.0,0.0,0.0
ARMC2,81.0,69.0,1.0,4.0
ARMC3,1.0,97.0,0.0,1.0
ARMC4,2.0,5.0,0.0,1.0
ARMC5,387.0,167.0,12.0,22.0
ARMC6,410.0,347.0,26.0,32.0
ARMC7,166.0,184.0,12.0,10.0
ARMC8,751.0,462.0,26.0,43.0
ARMC9,74.0,218.0,16.0,22.0
ARMCX1,231.0,167.0,21.0,10.0
ARMCX2,131.0,335.0,12.0,12.0
ARMCX3,803.0,1245.0,51.0,65.0
ARMCX4,77.0,166.0,9.0,2.0
ARMCX5,201.0,280.0,15.0,17.0
ARMCX6,217.0,158.0,11.0,15.0
ARNT,640.0,413.0,31.0,31.0
ARNT2,12.0,190.0,4.0,4.0
ARNTL,775.0,256.0,20.0,20.0
ARNTL2,106.0,865.0,4.0,150.0
ARPC1A,366.0,1698.0,43.0,139.0
ARPC1B,9749.0,5084.0,175.0,403.0
ARPC2,21271.0,10237.0,587.0,1522.0
ARPC3,3251.0,1690.0,71.0,112.0
ARPC4,2572.0,1229.0,75.0,111.0
ARPC5,7768.0,4823.0,191.0,447.0
ARPC5L,1647.0,1506.0,82.0,181.0
ARPP19,1293.0,1387.0,68.0,109.0
ARPP21,10.0,5.0,0.0,0.0
ARRB1,1213.0,318.0,71.0,6.0
ARRB2,3974.0,294.0,51.0,21.0
ARRDC1,647.0,825.0,23.0,53.0
ARRDC2,1129.0,574.0,21.0,30.0
ARRDC3,1310.0,917.0,70.0,147.0
ARRDC4,445.0,638.0,9.0,90.0
ARRDC5,42.0,5.0,2.0,0.0
ARSA,465.0,272.0,7.0,21.0
ARSB,572.0,76.0,13.0,5.0
ARSD,792.0,1549.0,34.0,187.0
ARSD-AS1,7.0,8.0,0.0,1.0
ARSE,5.0,413.0,0.0,1.0
ARSG,183.0,62.0,9.0,3.0
ARSI,3.0,15.0,0.0,9.0
ARSJ,21.0,342.0,0.0,52.0
ARSK,126.0,149.0,10.0,10.0
ART3,0.0,0.0,0.0,0.0
ART4,9.0,16.0,31.0,0.0
ART5,0.0,0.0,0.0,0.0
ARTN,1.0,7.0,0.0,3.0
ARV1,364.0,450.0,10.0,66.0
ARVCF,55.0,165.0,7.0,1.0
ARX,2.0,367.0,0.0,1.0
ASAH1,7216.0,1879.0,115.0,133.0
ASAH2,0.0,0.0,0.0,0.0
ASAH2B,11.0,30.0,1.0,2.0
ASAP1,2124.0,1100.0,127.0,147.0
ASAP2,117.0,2646.0,78.0,247.0
ASAP3,16.0,78.0,21.0,5.0
ASB1,549.0,579.0,16.0,53.0
ASB11,0.0,2.0,0.0,0.0
ASB13,366.0,264.0,21.0,18.0
ASB14,1.0,0.0,0.0,0.0
ASB16,7.0,13.0,0.0,0.0
ASB16-AS1,71.0,63.0,0.0,6.0
ASB18,1.0,0.0,0.0,0.0
ASB2,238.0,8.0,2.0,0.0
ASB4,3.0,17.0,9.0,0.0
ASB5,1.0,0.0,0.0,0.0
ASB6,269.0,247.0,14.0,26.0
ASB7,399.0,360.0,13.0,27.0
ASB8,1022.0,832.0,49.0,50.0
ASB9,12.0,32.0,18.0,6.0
ASCC1,315.0,294.0,18.0,39.0
ASCC2,1554.0,928.0,59.0,104.0
ASCC3,1635.0,1101.0,51.0,107.0
ASCL2,162.0,59.0,1.0,6.0
ASCL4,0.0,0.0,0.0,0.0
ASF1A,410.0,168.0,17.0,22.0
ASF1B,89.0,49.0,2.0,9.0
