,immune,endo,fibro,classic,basal
SMAP2,771.0,183.0,141.0,350.0,16.0
ZFP69B,7.0,5.0,7.0,7.0,2.0
ZFP69,10.0,12.0,7.0,27.0,0.0
RP11-656D10.3,7.0,9.0,3.0,2.0,0.0
EXO5,34.0,35.0,26.0,65.0,4.0
ZNF684,35.0,59.0,36.0,59.0,0.0
RIMS3,6.0,3.0,11.0,14.0,1.0
NFYC-AS1,4.0,15.0,4.0,15.0,0.0
NFYC,277.0,352.0,200.0,604.0,29.0
KCNQ4,4.0,10.0,10.0,32.0,0.0
CITED4,96.0,373.0,105.0,1028.0,42.0
CTPS1,55.0,66.0,41.0,132.0,6.0
SCMH1,57.0,106.0,96.0,311.0,10.0
RP11-399E6.1,1.0,0.0,0.0,1.0,0.0
FOXO6,3.0,1.0,4.0,38.0,2.0
EDN2,6.0,15.0,8.0,153.0,9.0
HIVEP3,69.0,85.0,35.0,131.0,8.0
GUCA2A,1.0,9.0,1.0,54.0,1.0
FOXJ3,110.0,311.0,109.0,431.0,11.0
RIMKLA,4.0,51.0,2.0,112.0,2.0
ZMYND12,2.0,17.0,5.0,44.0,1.0
PPCS,677.0,763.0,456.0,2549.0,79.0
CCDC30,15.0,29.0,20.0,96.0,3.0
PPIH,280.0,250.0,212.0,666.0,35.0
RP5-994D16.3,1.0,2.0,0.0,1.0,0.0
YBX1,8249.0,6968.0,4984.0,13430.0,526.0
LEPRE1,122.0,244.0,357.0,163.0,6.0
C1orf50,140.0,160.0,129.0,484.0,15.0
CCDC23,383.0,488.0,257.0,688.0,16.0
ERMAP,36.0,35.0,21.0,65.0,3.0
RP11-342M1.3,13.0,15.0,5.0,16.0,0.0
ZNF691,60.0,89.0,32.0,120.0,6.0
SLC2A1,176.0,74.0,133.0,2224.0,114.0
SLC2A1-AS1,7.0,2.0,8.0,99.0,0.0
FAM183A,1.0,2.0,1.0,6.0,1.0
EBNA1BP2,248.0,382.0,289.0,1344.0,44.0
TMEM125,34.0,47.0,12.0,922.0,12.0
C1orf210,11.0,20.0,5.0,616.0,10.0
TIE1,22.0,2040.0,32.0,55.0,1.0
RP1-92O14.3,3.0,7.0,5.0,70.0,2.0
CDC20,147.0,19.0,25.0,363.0,6.0
ELOVL1,286.0,542.0,213.0,1198.0,53.0
MED8,239.0,239.0,245.0,773.0,16.0
SZT2,70.0,117.0,39.0,194.0,4.0
HYI,162.0,280.0,297.0,713.0,40.0
PTPRF,86.0,137.0,147.0,2524.0,109.0
KDM4A,58.0,103.0,53.0,255.0,7.0
ST3GAL3,21.0,57.0,48.0,40.0,0.0
ARTN,2.0,2.0,17.0,14.0,4.0
RP11-7O11.3,2.0,0.0,7.0,14.0,0.0
IPO13,54.0,54.0,58.0,145.0,3.0
DPH2,53.0,94.0,44.0,230.0,8.0
ATP6V0B,2962.0,1458.0,1017.0,4421.0,231.0
B4GALT2,27.0,130.0,148.0,375.0,21.0
CCDC24,29.0,47.0,27.0,397.0,7.0
SLC6A9,7.0,6.0,40.0,56.0,3.0
DMAP1,186.0,209.0,152.0,369.0,10.0
ERI3,171.0,268.0,268.0,680.0,36.0
RNF220,145.0,272.0,111.0,528.0,12.0
TMEM53,77.0,83.0,73.0,472.0,10.0
C1orf228,126.0,15.0,10.0,53.0,0.0
KIF2C,57.0,8.0,8.0,105.0,4.0
RPS8,22507.0,25932.0,19199.0,52614.0,1813.0
BEST4,6.0,6.0,0.0,36.0,0.0
PLK3,309.0,428.0,300.0,646.0,19.0
TCTEX1D4,9.0,5.0,1.0,31.0,0.0
BTBD19,26.0,68.0,38.0,47.0,1.0
PTCH2,115.0,86.0,56.0,57.0,4.0
EIF2B3,112.0,115.0,144.0,235.0,8.0
HECTD3,59.0,108.0,56.0,264.0,3.0
UROD,283.0,405.0,349.0,655.0,22.0
ZSWIM5,4.0,15.0,3.0,29.0,0.0
HPDL,2.0,3.0,4.0,80.0,1.0
MUTYH,72.0,105.0,55.0,287.0,2.0
TOE1,51.0,93.0,28.0,149.0,4.0
TESK2,22.0,24.0,11.0,37.0,0.0
MMACHC,6.0,5.0,8.0,21.0,0.0
PRDX1,4557.0,4162.0,2810.0,12914.0,453.0
AKR1A1,1102.0,609.0,604.0,2135.0,62.0
NASP,562.0,1217.0,365.0,1016.0,64.0
CCDC17,12.0,26.0,6.0,19.0,0.0
GPBP1L1,286.0,547.0,305.0,1234.0,42.0
TMEM69,201.0,234.0,116.0,472.0,25.0
IPP,15.0,55.0,40.0,162.0,5.0
MAST2,35.0,43.0,71.0,281.0,7.0
PIK3R3,31.0,2082.0,38.0,220.0,11.0
TSPAN1,155.0,140.0,93.0,8095.0,228.0
POMGNT1,75.0,190.0,138.0,458.0,20.0
LURAP1,5.0,21.0,31.0,28.0,5.0
LRRC41,149.0,257.0,212.0,567.0,26.0
UQCRH,3403.0,2891.0,2230.0,12914.0,405.0
NSUN4,57.0,169.0,52.0,285.0,7.0
FAAH,41.0,62.0,31.0,344.0,12.0
MKNK1,291.0,198.0,128.0,414.0,25.0
MOB3C,48.0,106.0,55.0,152.0,8.0
ATPAF1,169.0,145.0,196.0,440.0,25.0
EFCAB14,341.0,1081.0,294.0,1480.0,32.0
CYP4B1,2.0,156.0,8.0,21.0,7.0
CYP4X1,8.0,19.0,48.0,155.0,7.0
CYP4Z1,1.0,1.0,0.0,1.0,0.0
LINC00853,2.0,19.0,4.0,112.0,1.0
PDZK1IP1,302.0,209.0,237.0,13432.0,348.0
TAL1,8.0,204.0,5.0,11.0,0.0
STIL,13.0,12.0,4.0,90.0,3.0
CMPK1,980.0,1288.0,812.0,5224.0,97.0
FOXD2-AS1,6.0,2.0,4.0,48.0,1.0
FOXD2,2.0,0.0,4.0,58.0,1.0
TRABD2B,6.0,39.0,53.0,39.0,2.0
SLC5A9,7.0,41.0,6.0,21.0,1.0
SPATA6,32.0,109.0,69.0,210.0,1.0
AGBL4,0.0,1.0,1.0,10.0,0.0
BEND5,12.0,66.0,40.0,34.0,1.0
ELAVL4,17.0,5.0,4.0,7.0,0.0
DMRTA2,0.0,0.0,0.0,1.0,1.0
RP5-850O15.4,0.0,4.0,1.0,3.0,0.0
FAF1,116.0,152.0,111.0,407.0,29.0
CDKN2C,181.0,154.0,204.0,316.0,10.0
RNF11,199.0,799.0,443.0,1123.0,33.0
TTC39A,16.0,30.0,6.0,446.0,11.0
RP11-275F13.1,2.0,3.0,3.0,33.0,4.0
EPS15,255.0,464.0,267.0,701.0,16.0
OSBPL9,220.0,482.0,316.0,693.0,38.0
NRD1,377.0,519.0,263.0,924.0,48.0
RP4-657D16.3,4.0,4.0,2.0,4.0,0.0
RP4-657D16.6,0.0,3.0,1.0,0.0,0.0
RAB3B,16.0,18.0,65.0,185.0,2.0
TXNDC12,617.0,708.0,355.0,1567.0,69.0
KTI12,57.0,92.0,69.0,152.0,5.0
BTF3L4,738.0,663.0,609.0,1757.0,61.0
ZFYVE9,9.0,99.0,41.0,103.0,4.0
CC2D1B,55.0,75.0,37.0,186.0,4.0
PRPF38A,327.0,525.0,281.0,861.0,32.0
ZCCHC11,244.0,385.0,171.0,355.0,24.0
GPX7,94.0,157.0,215.0,45.0,13.0
FAM159A,131.0,21.0,9.0,27.0,3.0
COA7,31.0,43.0,38.0,125.0,3.0
ZYG11B,87.0,238.0,122.0,312.0,7.0
ECHDC2,130.0,268.0,236.0,1036.0,28.0
SCP2,1307.0,1688.0,1088.0,5437.0,132.0
PODN,24.0,40.0,460.0,42.0,5.0
SLC1A7,1.0,3.0,3.0,4.0,0.0
CPT2,77.0,94.0,68.0,216.0,6.0
C1orf123,310.0,603.0,492.0,844.0,23.0
MAGOH,755.0,1018.0,547.0,2117.0,81.0
RP5-1024G6.8,2.0,3.0,4.0,19.0,1.0
LRP8,14.0,9.0,7.0,56.0,1.0
NDC1,63.0,85.0,35.0,233.0,5.0
YIPF1,133.0,115.0,86.0,359.0,10.0
HSPB11,635.0,482.0,364.0,1725.0,83.0
LRRC42,83.0,115.0,127.0,539.0,26.0
RP4-758J24.5,6.0,25.0,27.0,77.0,3.0
TMEM59,2318.0,3746.0,2726.0,10947.0,362.0
TCEANC2,28.0,49.0,15.0,70.0,5.0
AL357673.1,2.0,12.0,7.0,24.0,2.0
CYB5RL,13.0,50.0,9.0,60.0,5.0
MRPL37,268.0,283.0,216.0,1011.0,63.0
SSBP3,107.0,403.0,236.0,1236.0,23.0
ACOT11,63.0,27.0,13.0,367.0,12.0
MROH7,3.0,3.0,4.0,23.0,0.0
TTC4,14.0,21.0,12.0,40.0,2.0
PARS2,17.0,9.0,15.0,52.0,1.0
TTC22,14.0,19.0,6.0,424.0,4.0
DHCR24,68.0,73.0,54.0,1235.0,49.0
RP11-67L3.4,2.0,4.0,0.0,22.0,1.0
TMEM61,3.0,3.0,6.0,154.0,5.0
PCSK9,5.0,2.0,2.0,109.0,4.0
USP24,101.0,172.0,49.0,376.0,11.0
RP11-504A18.1,2.0,34.0,7.0,11.0,1.0
RP4-710M16.2,1.0,8.0,0.0,11.0,1.0
PPAP2B,157.0,3458.0,802.0,429.0,11.0
PRKAA2,9.0,34.0,20.0,268.0,7.0
C1orf168,2.0,3.0,2.0,13.0,0.0
DAB1,0.0,0.0,3.0,2.0,0.0
RP11-393I23.4,0.0,0.0,0.0,0.0,0.0
OMA1,111.0,83.0,75.0,328.0,6.0
TACSTD2,524.0,556.0,359.0,13921.0,760.0
MYSM1,108.0,190.0,77.0,286.0,7.0
JUN,3610.0,6625.0,3846.0,10721.0,311.0
RP4-794H19.1,7.0,3.0,4.0,13.0,0.0
FGGY,83.0,160.0,78.0,534.0,13.0
RP4-782L23.1,1.0,5.0,0.0,28.0,0.0
HOOK1,15.0,53.0,10.0,443.0,9.0
CYP2J2,6.0,3.0,1.0,219.0,4.0
RP11-776H12.1,0.0,0.0,0.0,9.0,2.0
NFIA,83.0,1463.0,652.0,1165.0,36.0
TM2D1,408.0,703.0,459.0,1559.0,69.0
RP11-430G17.3,4.0,11.0,4.0,53.0,0.0
INADL,52.0,91.0,38.0,977.0,36.0
USP1,253.0,346.0,214.0,664.0,18.0
DOCK7,57.0,63.0,86.0,288.0,15.0
ATG4C,142.0,135.0,82.0,123.0,5.0
RP4-792G4.2,0.0,0.0,2.0,44.0,1.0
ALG6,81.0,114.0,57.0,167.0,7.0
ITGB3BP,207.0,245.0,151.0,538.0,41.0
EFCAB7,19.0,48.0,29.0,95.0,2.0
DLEU2L,14.0,37.0,6.0,46.0,2.0
PGM1,127.0,114.0,264.0,839.0,42.0
ROR1,6.0,13.0,79.0,103.0,0.0
UBE2U,1.0,2.0,0.0,4.0,0.0
CACHD1,3.0,208.0,32.0,46.0,1.0
RAVER2,16.0,157.0,13.0,212.0,3.0
JAK1,799.0,1446.0,673.0,1947.0,56.0
RP11-182I10.3,0.0,2.0,5.0,13.0,0.0
AK4,61.0,67.0,87.0,1013.0,29.0
DNAJC6,3.0,3.0,7.0,18.0,2.0
LEPR,25.0,496.0,112.0,175.0,15.0
LEPROT,637.0,2552.0,1251.0,2358.0,104.0
PDE4B,254.0,163.0,56.0,46.0,0.0
SGIP1,10.0,36.0,336.0,21.0,2.0
TCTEX1D1,36.0,136.0,5.0,6.0,0.0
WDR78,7.0,26.0,21.0,61.0,0.0
MIER1,270.0,475.0,329.0,929.0,24.0
SLC35D1,39.0,54.0,54.0,200.0,5.0
SERBP1,1603.0,2620.0,1421.0,4517.0,192.0
GADD45A,210.0,738.0,749.0,2209.0,76.0
GNG12,74.0,524.0,443.0,1707.0,38.0
GNG12-AS1,0.0,5.0,0.0,13.0,0.0
DIRAS3,8.0,24.0,126.0,148.0,3.0
WLS,74.0,285.0,297.0,802.0,26.0
DEPDC1,40.0,2.0,9.0,85.0,1.0
LRRC40,90.0,141.0,81.0,166.0,12.0
SRSF11,1095.0,2164.0,1123.0,3056.0,134.0
ANKRD13C,79.0,115.0,91.0,246.0,9.0
HHLA3,59.0,133.0,74.0,306.0,14.0
CTH,5.0,19.0,18.0,114.0,3.0
PTGER3,19.0,38.0,273.0,18.0,1.0
ZRANB2,479.0,750.0,484.0,1707.0,30.0
NEGR1,10.0,4.0,205.0,81.0,5.0
RP4-660H19.1,0.0,0.0,0.0,0.0,0.0
LRRIQ3,5.0,11.0,5.0,48.0,3.0
FPGT,60.0,76.0,76.0,242.0,6.0
FPGT-TNNI3K,6.0,24.0,9.0,41.0,0.0
TNNI3K,0.0,1.0,5.0,4.0,0.0
C1orf173,0.0,0.0,0.0,0.0,0.0
RP11-17E13.2,3.0,2.0,2.0,27.0,0.0
CRYZ,124.0,220.0,159.0,1760.0,35.0
TYW3,153.0,268.0,179.0,495.0,15.0
SLC44A5,0.0,3.0,3.0,34.0,5.0
ACADM,278.0,450.0,267.0,671.0,19.0
RABGGTB,386.0,509.0,353.0,1194.0,63.0
ST6GALNAC3,16.0,307.0,2.0,18.0,2.0
ST6GALNAC5,2.0,4.0,39.0,8.0,2.0
PIGK,160.0,238.0,229.0,588.0,27.0
AK5,22.0,2.0,41.0,121.0,0.0
ZZZ3,101.0,192.0,98.0,347.0,17.0
USP33,191.0,367.0,183.0,639.0,28.0
FAM73A,67.0,173.0,99.0,426.0,15.0
NEXN,62.0,52.0,1427.0,112.0,1.0
FUBP1,368.0,503.0,274.0,970.0,40.0
DNAJB4,98.0,596.0,462.0,250.0,14.0
GIPC2,15.0,321.0,17.0,468.0,1.0
RP11-386I14.4,754.0,261.0,111.0,374.0,9.0
IFI44L,558.0,1383.0,308.0,1871.0,26.0
IFI44,544.0,715.0,300.0,1450.0,36.0
ELTD1,39.0,3545.0,59.0,89.0,3.0
RP5-887A10.1,70.0,19.0,15.0,54.0,2.0
LPHN2,16.0,716.0,148.0,86.0,6.0
RP11-475O6.1,5.0,10.0,3.0,18.0,0.0
TTLL7,19.0,74.0,187.0,81.0,1.0
RP11-486G15.2,7.0,16.0,26.0,17.0,1.0
PRKACB,251.0,138.0,90.0,858.0,20.0
SAMD13,10.0,15.0,9.0,151.0,3.0
RPF1,321.0,526.0,227.0,1083.0,35.0
GNG5,2837.0,3956.0,1537.0,9255.0,231.0
CTBS,349.0,327.0,216.0,746.0,25.0
SSX2IP,26.0,38.0,33.0,235.0,5.0
LPAR3,7.0,2.0,1.0,25.0,1.0
MCOLN2,62.0,6.0,4.0,18.0,2.0
MCOLN3,30.0,7.0,17.0,47.0,1.0
SYDE2,1.0,4.0,6.0,55.0,0.0
C1orf52,224.0,346.0,228.0,691.0,26.0
BCL10,171.0,426.0,111.0,1114.0,25.0
RP11-131L23.1,3.0,5.0,1.0,11.0,0.0
DDAH1,40.0,155.0,398.0,1360.0,20.0
RP11-131L23.2,0.0,12.0,5.0,11.0,0.0
CYR61,316.0,3563.0,10626.0,1214.0,90.0
ZNHIT6,102.0,165.0,87.0,314.0,6.0
COL24A1,5.0,2.0,13.0,32.0,0.0
ODF2L,310.0,1260.0,373.0,836.0,30.0
CLCA2,0.0,0.0,0.0,2.0,2.0
RP4-612B15.3,15.0,16.0,10.0,47.0,1.0
SH3GLB1,832.0,1597.0,814.0,2653.0,105.0
SEP15,1335.0,1684.0,1316.0,4282.0,172.0
HS2ST1,89.0,213.0,152.0,420.0,19.0
LMO4,367.0,393.0,761.0,5733.0,69.0
PKN2,199.0,518.0,192.0,1362.0,35.0
GTF2B,280.0,228.0,234.0,749.0,23.0
CCBL2,153.0,139.0,145.0,348.0,10.0
RBMXL1,62.0,148.0,100.0,336.0,7.0
GBP3,143.0,267.0,137.0,1159.0,21.0
GBP1,531.0,611.0,425.0,445.0,9.0
GBP2,537.0,795.0,462.0,1421.0,31.0
GBP4,193.0,969.0,112.0,462.0,2.0
GBP5,236.0,42.0,21.0,60.0,2.0
GBP6,0.0,0.0,0.0,11.0,1.0
LRRC8B,41.0,97.0,48.0,349.0,7.0
RP5-1007M22.2,34.0,51.0,14.0,3.0,0.0
LRRC8C,143.0,659.0,50.0,65.0,2.0
LRRC8D,126.0,89.0,39.0,236.0,6.0
ZNF326,152.0,366.0,174.0,676.0,13.0
RP4-665J23.1,9.0,8.0,82.0,111.0,3.0
ZNF644,203.0,485.0,225.0,793.0,30.0
HFM1,0.0,5.0,4.0,2.0,0.0
CDC7,30.0,66.0,33.0,44.0,2.0
TGFBR3,37.0,1069.0,111.0,216.0,4.0
EPHX4,1.0,51.0,0.0,128.0,4.0
BTBD8,5.0,20.0,14.0,63.0,1.0
KIAA1107,9.0,10.0,11.0,64.0,2.0
GLMN,69.0,66.0,54.0,162.0,9.0
RPAP2,110.0,184.0,99.0,326.0,21.0
GFI1,47.0,3.0,2.0,6.0,1.0
EVI5,122.0,254.0,191.0,626.0,14.0
RPL5,10625.0,12071.0,10103.0,22120.0,1031.0
FAM69A,44.0,30.0,54.0,57.0,1.0
MTF2,317.0,468.0,175.0,673.0,32.0
TMED5,389.0,288.0,200.0,712.0,32.0
CCDC18,77.0,20.0,24.0,65.0,3.0
DR1,334.0,386.0,276.0,927.0,27.0
FNBP1L,61.0,690.0,146.0,1146.0,29.0
BCAR3,32.0,144.0,81.0,420.0,35.0
RP5-1033H22.2,3.0,3.0,1.0,60.0,1.0
DNTTIP2,263.0,480.0,227.0,659.0,23.0
GCLM,131.0,247.0,153.0,606.0,50.0
ARHGAP29,37.0,2816.0,380.0,685.0,35.0
ABCD3,97.0,202.0,106.0,744.0,10.0
F3,97.0,95.0,681.0,2251.0,154.0
LINC01057,9.0,8.0,26.0,213.0,32.0
SLC44A3,19.0,91.0,52.0,531.0,7.0
CNN3,205.0,4899.0,3514.0,1550.0,123.0
RP4-639F20.1,2.0,42.0,41.0,42.0,1.0
ALG14,94.0,168.0,136.0,384.0,14.0
TMEM56,17.0,26.0,31.0,191.0,3.0
RWDD3,9.0,14.0,6.0,29.0,1.0
PTBP2,62.0,420.0,95.0,270.0,5.0
DPYD,299.0,154.0,146.0,354.0,19.0
SNX7,51.0,212.0,221.0,558.0,33.0
LPPR4,1.0,21.0,39.0,5.0,0.0
PALMD,16.0,1938.0,71.0,63.0,14.0
AGL,77.0,112.0,93.0,281.0,14.0
RP5-884G6.2,1.0,4.0,2.0,23.0,0.0
SLC35A3,133.0,236.0,115.0,1043.0,24.0
HIAT1,197.0,333.0,212.0,372.0,21.0
SASS6,59.0,69.0,29.0,160.0,5.0
TRMT13,137.0,249.0,111.0,445.0,11.0
LRRC39,0.0,4.0,1.0,3.0,0.0
DBT,54.0,138.0,63.0,235.0,11.0
RP11-305E17.6,7.0,5.0,5.0,9.0,0.0
RTCA,288.0,215.0,149.0,666.0,29.0
CDC14A,39.0,93.0,20.0,54.0,1.0
VCAM1,64.0,459.0,420.0,302.0,13.0
EXTL2,45.0,72.0,164.0,165.0,7.0
RP4-549L20.3,6.0,29.0,8.0,81.0,2.0
SLC30A7,207.0,447.0,202.0,762.0,21.0
DPH5,130.0,142.0,84.0,240.0,9.0
AC093157.1,1.0,9.0,2.0,6.0,0.0
RP11-421L21.3,33.0,153.0,42.0,134.0,9.0
RP4-575N6.4,3.0,265.0,2.0,3.0,0.0
S1PR1,82.0,3548.0,37.0,91.0,6.0
COL11A1,61.0,22.0,1543.0,144.0,10.0
RNPC3,97.0,203.0,86.0,394.0,7.0
AMY2B,70.0,463.0,84.0,91.0,3.0
PRMT6,42.0,66.0,65.0,154.0,7.0
VAV3,99.0,150.0,14.0,40.0,5.0
SLC25A24,204.0,194.0,135.0,886.0,26.0
RP11-483I13.5,5.0,9.0,8.0,23.0,4.0
FAM102B,100.0,75.0,88.0,229.0,2.0
HENMT1,99.0,47.0,39.0,296.0,8.0
PRPF38B,1021.0,1229.0,536.0,1771.0,60.0
STXBP3,261.0,387.0,183.0,803.0,17.0
GPSM2,54.0,34.0,34.0,230.0,7.0
CLCC1,76.0,169.0,100.0,322.0,13.0
WDR47,34.0,71.0,55.0,100.0,3.0
TAF13,101.0,229.0,127.0,472.0,12.0
RP5-1065J22.8,11.0,26.0,9.0,41.0,1.0
TMEM167B,227.0,305.0,189.0,708.0,24.0
SCARNA2,31.0,41.0,17.0,23.0,1.0
C1orf194,0.0,2.0,1.0,21.0,1.0
KIAA1324,17.0,27.0,7.0,231.0,1.0
SARS,442.0,761.0,656.0,1582.0,52.0
CELSR2,14.0,9.0,12.0,83.0,16.0
PSRC1,32.0,5.0,40.0,85.0,0.0
SORT1,168.0,197.0,245.0,469.0,16.0
PSMA5,948.0,710.0,523.0,2850.0,124.0
SYPL2,0.0,6.0,14.0,0.0,0.0
ATXN7L2,4.0,14.0,10.0,24.0,1.0
CYB561D1,27.0,25.0,20.0,62.0,2.0
AMIGO1,5.0,14.0,3.0,8.0,0.0
GNAI3,487.0,610.0,399.0,1084.0,58.0
AMPD2,111.0,80.0,103.0,205.0,9.0
GSTM4,171.0,162.0,218.0,595.0,18.0
GSTM2,16.0,14.0,22.0,22.0,0.0
GSTM5,10.0,7.0,202.0,16.0,1.0
GSTM3,149.0,314.0,757.0,1691.0,41.0
EPS8L3,49.0,34.0,28.0,1668.0,7.0
CSF1,73.0,237.0,200.0,199.0,8.0
AHCYL1,250.0,736.0,458.0,1542.0,57.0
STRIP1,60.0,166.0,65.0,228.0,10.0
RP4-773N10.4,7.0,25.0,14.0,54.0,3.0
SLC6A17,0.0,4.0,2.0,4.0,0.0
KCNC4,14.0,93.0,27.0,115.0,1.0
RBM15,63.0,80.0,40.0,188.0,3.0
SLC16A4,26.0,43.0,90.0,469.0,3.0
RP5-1074L1.4,15.0,29.0,11.0,65.0,5.0
LAMTOR5-AS1,4.0,6.0,5.0,31.0,1.0
LAMTOR5,1790.0,2518.0,1442.0,7688.0,273.0
RP11-284N8.3,31.0,28.0,12.0,12.0,2.0
KCNA3,27.0,7.0,8.0,5.0,0.0
CD53,2825.0,189.0,148.0,237.0,13.0
LRIF1,96.0,136.0,77.0,508.0,35.0
DRAM2,738.0,510.0,302.0,1199.0,53.0
CEPT1,194.0,234.0,107.0,421.0,18.0
RP5-1180E21.5,33.0,24.0,6.0,83.0,2.0
DENND2D,336.0,90.0,26.0,521.0,26.0
CHI3L2,44.0,9.0,11.0,80.0,6.0
PIFO,5.0,20.0,19.0,65.0,1.0
OVGP1,3.0,17.0,7.0,40.0,4.0
WDR77,198.0,192.0,102.0,461.0,16.0
ATP5F1,1592.0,1389.0,919.0,3047.0,149.0
C1orf162,2995.0,176.0,112.0,172.0,9.0
ADORA3,324.0,41.0,11.0,35.0,0.0
RAP1A,1439.0,1476.0,680.0,1739.0,83.0
FAM212B,26.0,61.0,36.0,19.0,2.0
DDX20,61.0,94.0,40.0,120.0,5.0
KCND3,4.0,13.0,30.0,76.0,3.0
RP11-88H9.2,1.0,2.0,17.0,16.0,0.0
CTTNBP2NL,170.0,876.0,115.0,595.0,17.0
WNT2B,11.0,97.0,35.0,63.0,0.0
RP4-671G15.2,0.0,3.0,0.0,2.0,0.0
ST7L,69.0,155.0,77.0,329.0,9.0
CAPZA1,1313.0,922.0,596.0,2757.0,108.0
MOV10,107.0,214.0,97.0,398.0,15.0
RP11-426L16.3,0.0,4.0,3.0,7.0,0.0
RHOC,1146.0,4377.0,2045.0,8457.0,321.0
PPM1J,10.0,4.0,9.0,83.0,5.0
SLC16A1,77.0,144.0,151.0,446.0,11.0
SLC16A1-AS1,30.0,40.0,27.0,30.0,1.0
LRIG2,45.0,110.0,50.0,179.0,9.0
MAGI3,19.0,143.0,57.0,333.0,8.0
PHTF1,81.0,127.0,57.0,226.0,7.0
RSBN1,213.0,414.0,186.0,545.0,17.0
PTPN22,221.0,21.0,21.0,132.0,1.0
BCL2L15,30.0,22.0,10.0,1369.0,17.0
AP4B1,64.0,79.0,41.0,209.0,7.0
DCLRE1B,29.0,36.0,34.0,66.0,1.0
RP5-1073O3.7,9.0,11.0,6.0,27.0,0.0
HIPK1,231.0,371.0,213.0,787.0,11.0
OLFML3,249.0,62.0,1082.0,72.0,7.0
TRIM33,254.0,461.0,187.0,843.0,26.0
BCAS2,449.0,558.0,404.0,1228.0,44.0
DENND2C,4.0,43.0,14.0,63.0,10.0
NRAS,189.0,306.0,110.0,669.0,24.0
CSDE1,1264.0,1982.0,1320.0,3447.0,163.0
SIKE1,223.0,264.0,160.0,838.0,37.0
TSPAN2,25.0,167.0,90.0,98.0,16.0
RP4-666F24.3,3.0,0.0,2.0,7.0,0.0
NGF,3.0,6.0,115.0,7.0,0.0
VANGL1,22.0,141.0,55.0,197.0,19.0
CASQ2,2.0,9.0,65.0,9.0,1.0
NHLH2,0.0,0.0,0.0,0.0,0.0
SLC22A15,33.0,10.0,22.0,94.0,3.0
ATP1A1,1169.0,4513.0,1141.0,8554.0,370.0
RP5-1086K13.1,2.0,3.0,1.0,18.0,0.0
CD58,672.0,559.0,169.0,1128.0,68.0
IGSF3,11.0,16.0,18.0,210.0,8.0
CD2,1555.0,143.0,94.0,161.0,9.0
PTGFRN,56.0,196.0,340.0,418.0,15.0
CD101,37.0,3.0,3.0,8.0,2.0
TTF2,88.0,62.0,42.0,206.0,4.0
TRIM45,6.0,20.0,19.0,45.0,0.0
VTCN1,13.0,52.0,15.0,129.0,13.0
RP11-188D8.1,0.0,1.0,1.0,9.0,0.0
MAN1A2,222.0,472.0,240.0,907.0,37.0
FAM46C,141.0,33.0,23.0,117.0,1.0
GDAP2,71.0,69.0,64.0,217.0,3.0
WDR3,49.0,117.0,74.0,256.0,6.0
SPAG17,2.0,0.0,4.0,80.0,0.0
TBX15,3.0,1.0,12.0,79.0,1.0
WARS2,42.0,77.0,79.0,211.0,4.0
RP11-418J17.1,11.0,24.0,9.0,44.0,2.0
ZNF697,12.0,26.0,31.0,25.0,2.0
PHGDH,68.0,101.0,122.0,218.0,40.0
HMGCS2,6.0,11.0,4.0,492.0,1.0
REG4,109.0,123.0,60.0,20476.0,2.0
NOTCH2,198.0,128.0,303.0,607.0,22.0
RP11-439A17.7,48.0,41.0,20.0,34.0,1.0
FAM72B,36.0,17.0,4.0,33.0,2.0
FCGR1B,186.0,12.0,6.0,7.0,0.0
RP11-343N15.5,229.0,543.0,160.0,324.0,10.0
RP11-344P13.4,0.0,0.0,0.0,2.0,0.0
RP11-344P13.6,13.0,1.0,3.0,23.0,0.0
RP11-417J8.6,3.0,89.0,1.0,8.0,0.0
RP11-423O2.5,7.0,17.0,12.0,51.0,0.0
RP11-782C8.1,6.0,16.0,11.0,31.0,0.0
RP11-782C8.5,3.0,90.0,5.0,13.0,1.0
RP11-435B5.3,2.0,62.0,3.0,10.0,0.0
RP11-435B5.4,3.0,3.0,2.0,8.0,0.0
RP11-435B5.5,2.0,17.0,2.0,1.0,0.0
RP6-206I17.2,8.0,0.0,2.0,14.0,1.0
FAM72D,34.0,12.0,1.0,28.0,0.0
LINC00623,12.0,1.0,2.0,28.0,1.0
AL592284.1,131.0,61.0,70.0,495.0,13.0
RP11-640M9.1,182.0,106.0,112.0,703.0,20.0
NBPF9,82.0,97.0,115.0,235.0,9.0
RP4-791M13.3,2.0,10.0,7.0,14.0,1.0
PDE4DIP,332.0,126.0,215.0,546.0,17.0
AL590452.1,15.0,8.0,14.0,78.0,3.0
RP11-326G21.1,13.0,9.0,30.0,50.0,4.0
NOTCH2NL,397.0,119.0,308.0,1216.0,56.0
NBPF10,265.0,193.0,316.0,835.0,37.0
RP11-458D21.1,1.0,2.0,2.0,18.0,2.0
TXNIP,6647.0,13778.0,2830.0,13380.0,273.0
POLR3GL,542.0,729.0,361.0,1140.0,39.0
ANKRD34A,6.0,8.0,8.0,21.0,1.0
RP11-315I20.1,2.0,7.0,1.0,27.0,1.0
LIX1L,173.0,535.0,268.0,204.0,9.0
RBM8A,1391.0,2166.0,999.0,3904.0,203.0
PEX11B,116.0,186.0,87.0,555.0,14.0
ITGA10,10.0,407.0,54.0,77.0,9.0
